OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
monorail;railway > tracks > monorail;A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany).;['rail station', 'train', 'light rail station', 'tram station', 'platform', 'track', 'racecourse', 'moving target', 'race track', 'intersection', 'border crossing', 'transport hub', 'truck stop', 'metro station', 'road', 'running track', 'travel transportation', 'airport tram station', 'boat launch', 'running club'];[0.4634546935558319, 0.45944008231163025, 0.4358040392398834, 0.32023826241493225, 0.31972646713256836, 0.3054911196231842, 0.30373549461364746, 0.300059974193573, 0.297796368598938, 0.29202359914779663, 0.29116103053092957, 0.290741890668869, 0.29062619805336, 0.2885938882827759, 0.2874552309513092, 0.2831001877784729, 0.2827615737915039, 0.2677951157093048, 0.26680442690849304, 0.2644464671611786];light rail station;A railway with only a single rail. A monorail can run above the rail like in Las Vegas and Disneyland or can suspend below the rail like the Wuppertal Schwebebahn (Germany).;travel transportation > train;train;0;1;0;1;railway;railway > tracks
narrow gauge;railway > tracks > narrow gauge;Narrow-gauge passenger or freight train tracks. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway. Use gauge=* to specify the actual width of rails in mm.;['rail station', 'train', 'light rail station', 'transportation service', 'track', 'shipping freight material transportation service', 'bus line', 'metro station', 'racecourse', 'running club', 'transport hub', 'electrical equipment supplier', 'running track', 'metals supplier', 'tram station', 'bus station', 'public transportation', 'industrial equipment supplier', 'travel agency', 'platform'];[0.42921343445777893, 0.4096717834472656, 0.4062161445617676, 0.2750606834888458, 0.2736028730869293, 0.26684969663619995, 0.26453521847724915, 0.2580091953277588, 0.2544669210910797, 0.24543941020965576, 0.2427705079317093, 0.2407236099243164, 0.23913288116455078, 0.23778821527957916, 0.23374107480049133, 0.23259016871452332, 0.23099856078624725, 0.22852550446987152, 0.22176486253738403, 0.2213929146528244];train;Narrow-gauge passenger or freight train tracks. Narrow gauge railways can have mainline railway service like the Rhaetian Railway in Switzerland or can be a small light industrial railway. Use gauge=* to specify the actual width of rails in mm.;travel transportation > train;train;1;1;0;1;railway;railway > tracks
preserved;railway > tracks > preserved;This is the old tag for historic trains. Use railway:preserved=yes for historical railway instead.;['train', 'rail station', 'light rail station', 'track', 'moving target', 'racecourse', 'race track', 'tram station', 'running track', 'history museum', 'vintage thrift store', 'historic protected site', 'fuel station', 'track stadium', 'cable car', 'running club', 'metro station', 'border crossing', 'travel transportation', 'platform'];[0.46290117502212524, 0.35991424322128296, 0.3110499978065491, 0.2941057085990906, 0.2927752137184143, 0.2806006073951721, 0.2654299736022949, 0.260206013917923, 0.2472624033689499, 0.23954452574253082, 0.23805400729179382, 0.23521728813648224, 0.2301783412694931, 0.2275364100933075, 0.2249615341424942, 0.2234261929988861, 0.22260521352291107, 0.21982403099536896, 0.2126602828502655, 0.2078578919172287];train;This is the old tag for historic trains. Use railway:preserved=yes for historical railway instead.;landmarks outdoors > historic protected site;historic protected site;0;1;0;1;railway;railway > tracks
rail;railway > tracks > rail;Full sized passenger or freight train tracks in the standard gauge for the country or state.;['train', 'rail station', 'light rail station', 'track', 'shipping freight material transportation service', 'tram station', 'transportation service', 'truck stop', 'fuel station', 'bus line', 'platform', 'transport hub', 'border crossing', 'public transportation', 'road', 'metro station', 'running track', 'racecourse', 'travel transportation', 'race track'];[0.5438801050186157, 0.4921940565109253, 0.4245286285877228, 0.3357059955596924, 0.31821340322494507, 0.3069052994251251, 0.3059655427932739, 0.301322340965271, 0.3010181784629822, 0.3008813261985779, 0.2998828589916229, 0.2993256449699402, 0.29818612337112427, 0.2957315444946289, 0.29243022203445435, 0.292409747838974, 0.28770211338996887, 0.27646732330322266, 0.27638983726501465, 0.2751668095588684];train;Full sized passenger or freight train tracks in the standard gauge for the country or state.;travel transportation > train;train;1;1;1;1;railway;railway > tracks
subway;railway > tracks > subway;A city passenger rail service running mostly grade separated (see Wikipedia:rapid transit). Often a significant portion of the line or its system/network is underground.;['bus line', 'rail station', 'train', 'transportation service', 'public transportation', 'light rail station', 'metro station', 'tram station', 'street', 'platform', 'road', 'fuel station', 'rest area', 'intersection', 'travel transportation', 'airport tram station', 'police station', 'cable car', 'taxi', 'charter bus'];[0.48505154252052307, 0.45247745513916016, 0.44587889313697815, 0.4383300542831421, 0.4357947111129761, 0.4305424392223358, 0.38864558935165405, 0.38192039728164673, 0.3574100136756897, 0.35368451476097107, 0.35189172625541687, 0.345086932182312, 0.3298458755016327, 0.32975703477859497, 0.32795876264572144, 0.32371658086776733, 0.3199145793914795, 0.31433701515197754, 0.3111666440963745, 0.3099971115589142];metro station;A city passenger rail service running mostly grade separated (see Wikipedia:rapid transit). Often a significant portion of the line or its system/network is underground.;travel transportation > transportation service > public transportation;public transportation;0;1;0;1;railway;railway > tracks
tram;railway > tracks > tram;"One or two carriage rail vehicle tracks, usually sharing motor road, sometimes called ""street running"" (Other languages).";['tram station', 'train', 'rail station', 'airport tram station', 'street', 'light rail station', 'intersection', 'road', 'track', 'platform', 'running club', 'moving target', 'running track', 'bus line', 'racecourse', 'public transportation', 'transportation service', 'metro station', 'electric vehicle charging station', 'bus station'];[0.5307812094688416, 0.44801247119903564, 0.4462825059890747, 0.43782106041908264, 0.41899603605270386, 0.397406667470932, 0.3877304196357727, 0.38757461309432983, 0.35181233286857605, 0.34563642740249634, 0.34151193499565125, 0.324285089969635, 0.3235185146331787, 0.31986549496650696, 0.31610360741615295, 0.30854639410972595, 0.30624547600746155, 0.305817186832428, 0.2984393239021301, 0.2935357093811035];tram station;"One or two carriage rail vehicle tracks, usually sharing motor road, sometimes called ""street running"" (Other languages).";travel transportation > transportation service;transportation service;0;1;0;1;railway;railway > tracks
halt;railway > stations stops > halt;A small station without switches;['rail station', 'light rail station', 'fuel station', 'bus stop', 'truck stop', 'tram station', 'train', 'metro station', 'bus station', 'airport tram station', 'radio station', 'taxi stand', 'taxi', 'electric vehicle charging station', 'tv station', 'fire station', 'platform', 'stationery store', 'research station', 'bus line'];[0.43837064504623413, 0.41551363468170166, 0.35857003927230835, 0.3574453890323639, 0.34698882699012756, 0.34209105372428894, 0.33984753489494324, 0.32674843072891235, 0.3138427138328552, 0.2945042848587036, 0.2838256359100342, 0.2766163647174835, 0.24626699090003967, 0.24453075230121613, 0.22964230179786682, 0.22897803783416748, 0.2247895449399948, 0.2202623337507248, 0.21947482228279114, 0.2182428538799286];rail station;A small station without switches;travel transportation > transport hub > light rail station;light rail station;0;1;0;1;railway;railway > stations stops
platform;railway > stations stops > platform;This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use in addition to public_transport=platform.;['rail station', 'bus line', 'platform', 'light rail station', 'public transportation', 'train', 'bus station', 'metro station', 'road', 'transportation service', 'fuel station', 'intersection', 'tram station', 'street', 'bus stop', 'tourist information service', 'airport tram station', 'airport terminal', 'transport hub', 'tour provider'];[0.5376982688903809, 0.47632914781570435, 0.4762600064277649, 0.4697663187980652, 0.4301437735557556, 0.42321550846099854, 0.4217739701271057, 0.41461724042892456, 0.4042123258113861, 0.40202033519744873, 0.3929900527000427, 0.3904934525489807, 0.38778072595596313, 0.38461172580718994, 0.37208372354507446, 0.3592810034751892, 0.35288408398628235, 0.34958112239837646, 0.347613126039505, 0.3423957824707031];platform;This is parallel to the rail line for showing where the actual platforms are. It is also to know where you can change platform and enter the station, so use footpaths to connect them. This is really useful for routing too. Use in addition to public_transport=platform.;travel transportation > platform;platform;1;1;0;1;railway;railway > stations stops
station;railway > stations stops > station;Railway passenger and/or cargo station. Use in addition to public_transport=station.;['rail station', 'train', 'fuel station', 'public transportation', 'bus line', 'bus station', 'light rail station', 'metro station', 'transportation service', 'tram station', 'bus stop', 'street', 'travel transportation', 'port', 'airport tram station', 'truck stop', 'platform', 'parking', 'taxi', 'road'];[0.5994482636451721, 0.5491037964820862, 0.5446431636810303, 0.5382845401763916, 0.5096169710159302, 0.5093396902084351, 0.5006986856460571, 0.4931124448776245, 0.48306676745414734, 0.4626074433326721, 0.44938889145851135, 0.448652982711792, 0.44559234380722046, 0.4335026443004608, 0.4279826581478119, 0.4272702932357788, 0.4148053526878357, 0.40553632378578186, 0.4010768532752991, 0.3984941840171814];rail station;Railway passenger and/or cargo station. Use in addition to public_transport=station.;travel transportation > transport hub > rail station;rail station;1;1;1;1;railway;railway > stations stops
stop;railway > stations stops > stop;Marks the position where trains stop at a station. It should be added as a node on a railway=rail way.;['rail station', 'light rail station', 'bus stop', 'metro station', 'truck stop', 'bus station', 'tram station', 'train', 'airport tram station', 'taxi stand', 'moving target', 'intersection', 'fuel station', 'rental car location', 'transport hub', 'airport terminal', 'road', 'bus line', 'platform', 'border crossing'];[0.5561575889587402, 0.5048649311065674, 0.4898010194301605, 0.4375654458999634, 0.41843196749687195, 0.41087836027145386, 0.3883989453315735, 0.37613940238952637, 0.35936984419822693, 0.34902065992355347, 0.3483433723449707, 0.3456636071205139, 0.3359503149986267, 0.29768598079681396, 0.29577645659446716, 0.2893146276473999, 0.28853780031204224, 0.2815974950790405, 0.2813381850719452, 0.2772570550441742];rail station;Marks the position where trains stop at a station. It should be added as a node on a railway=rail way.;travel transportation > transport hub > rail station;rail station;1;1;1;1;railway;railway > stations stops
subway entrance;railway > stations stops > subway entrance;The entrance to a subway station, usually going from surface to underground.;['rail station', 'light rail station', 'train', 'metro station', 'tram station', 'fuel station', 'airport tram station', 'truck stop', 'street', 'tunnel', 'bus stop', 'bus station', 'pier', 'airport terminal', 'intersection', 'bus line', 'transportation service', 'road', 'airport gate', 'border crossing'];[0.4722954034805298, 0.43503060936927795, 0.4101322591304779, 0.40486806631088257, 0.39539268612861633, 0.3942778408527374, 0.37946465611457825, 0.33471933007240295, 0.3186929225921631, 0.31578561663627625, 0.315704345703125, 0.31035977602005005, 0.2940015196800232, 0.2889866828918457, 0.28122133016586304, 0.2680385112762451, 0.26431572437286377, 0.2585301101207733, 0.25539350509643555, 0.2536631226539612];metro station;The entrance to a subway station, usually going from surface to underground.;travel transportation > transport hub > metro station;metro station;1;1;0;1;railway;railway > stations stops
tram stop;railway > stations stops > tram stop;A tram stop is a place where a passenger can embark / disembark a tram.;['tram station', 'airport tram station', 'rail station', 'truck stop', 'light rail station', 'train', 'bus stop', 'metro station', 'intersection', 'street', 'transportation service', 'bus station', 'platform', 'public transportation', 'fuel station', 'moving target', 'taxi', 'charter bus', 'electric vehicle charging station', 'bus line'];[0.6484783887863159, 0.6118455529212952, 0.4778609275817871, 0.4468114972114563, 0.4461420178413391, 0.42893481254577637, 0.424329936504364, 0.38125669956207275, 0.3722687363624573, 0.36203712224960327, 0.35165464878082275, 0.3505099415779114, 0.34131836891174316, 0.334818571805954, 0.3294704556465149, 0.3238406479358673, 0.3233129382133484, 0.320501446723938, 0.3203411102294922, 0.31855612993240356];tram station;A tram stop is a place where a passenger can embark / disembark a tram.;travel transportation > transport hub > tram station;tram station;1;1;1;1;railway;railway > stations stops
buffer stop;railway > infrastructure > buffer stop;Stops the train at the end of a track. See buffer stop.;['bus stop', 'truck stop', 'rail station', 'intersection', 'light rail station', 'bus line', 'border crossing', 'train', 'tram station', 'race track', 'bus station', 'metro station', 'airport tram station', 'track', 'taxi stand', 'road', 'racecourse', 'moving target', 'airport terminal', 'running track'];[0.48698148131370544, 0.45601603388786316, 0.3686929941177368, 0.362098753452301, 0.34547922015190125, 0.3097732663154602, 0.3086569011211395, 0.3055811822414398, 0.2905905842781067, 0.2797372043132782, 0.2686607241630554, 0.26772192120552063, 0.26737332344055176, 0.26366549730300903, 0.25748950242996216, 0.25551170110702515, 0.24826769530773163, 0.2464115023612976, 0.2409195601940155, 0.23981991410255432];rail station;Stops the train at the end of a track. See buffer stop.;travel transportation > train;train;0;1;0;1;railway;railway > infrastructure
crossing;railway > infrastructure > crossing;A point where pedestrians may cross.;['border crossing', 'moving target', 'light rail station', 'rail station', 'train', 'pedestrian plaza', 'intersection', 'street', 'bus line', 'metro station', 'parking', 'tram station', 'road', 'platform', 'public transportation', 'travel transportation', 'bus station', 'transport hub', 'transportation service', 'pier'];[0.5793944597244263, 0.4723752737045288, 0.46849745512008667, 0.45945221185684204, 0.45513296127319336, 0.42188143730163574, 0.4211384057998657, 0.40058809518814087, 0.39557430148124695, 0.38867971301078796, 0.3823244571685791, 0.38115930557250977, 0.3807896673679352, 0.3659723401069641, 0.36482173204421997, 0.35072317719459534, 0.3471589684486389, 0.3421718180179596, 0.34116995334625244, 0.33763039112091064];intersection;A point where pedestrians may cross.;travel transportation > road > intersection;intersection;1;1;0;1;railway;railway > infrastructure
derail;railway > infrastructure > derail;A device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. See Derail (railroad).;['rail station', 'train', 'moving target', 'light rail station', 'track', 'tram station', 'metro station', 'bus station', 'transport hub', 'platform', 'running track', 'shipping freight material transportation service', 'security safety', 'transportation service', 'towing service', 'racecourse', 'border crossing', 'bus stop', 'bus line', 'travel transportation'];[0.40645235776901245, 0.3979012370109558, 0.3810136914253235, 0.35162991285324097, 0.302653431892395, 0.2873644232749939, 0.2867840826511383, 0.27918028831481934, 0.27776622772216797, 0.2777242958545685, 0.2626228928565979, 0.26254504919052124, 0.2609008848667145, 0.2581001818180084, 0.2580365538597107, 0.25564125180244446, 0.25347551703453064, 0.2513127326965332, 0.2389792799949646, 0.23396188020706177];transportation service;A device used to prevent fouling of a rail track by unauthorized movements of trains or unattended rolling stock. See Derail (railroad).;travel transportation > train;train;0;1;0;1;railway;railway > infrastructure
level crossing;railway > infrastructure > level crossing;A point where rails and roads cross.;['border crossing', 'intersection', 'rail station', 'light rail station', 'train', 'road', 'bus line', 'platform', 'street', 'metro station', 'tram station', 'transport hub', 'bus station', 'bus stop', 'public transportation', 'cable car', 'airport tram station', 'bridge', 'taxi', 'bike trail'];[0.5487748384475708, 0.49577802419662476, 0.4802345633506775, 0.4301648736000061, 0.3938358426094055, 0.3892364501953125, 0.3713035583496094, 0.3537348210811615, 0.3432645797729492, 0.33408746123313904, 0.32384851574897766, 0.3185007572174072, 0.3168811798095703, 0.30920884013175964, 0.3090997338294983, 0.30552154779434204, 0.299576073884964, 0.29589152336120605, 0.29218581318855286, 0.2880469262599945];intersection;A point where rails and roads cross.;travel transportation > road > intersection;intersection;1;1;0;1;railway;railway > infrastructure
railway crossing;railway > infrastructure > railway crossing;Crossing rails with no interconnection.;['border crossing', 'rail station', 'train', 'light rail station', 'intersection', 'tram station', 'bus line', 'metro station', 'platform', 'transport hub', 'road', 'cable car', 'transportation service', 'airport tram station', 'bus station', 'travel transportation', 'bus stop', 'public transportation', 'moving target', 'airport terminal'];[0.6018044352531433, 0.504097044467926, 0.4734746813774109, 0.4572293758392334, 0.44217029213905334, 0.36444714665412903, 0.3631590008735657, 0.3560917377471924, 0.35147717595100403, 0.34735363721847534, 0.3386525511741638, 0.3371533751487732, 0.3211546838283539, 0.32083600759506226, 0.318481981754303, 0.31500089168548584, 0.3067536950111389, 0.3050716817378998, 0.2992416024208069, 0.29896819591522217];intersection;Crossing rails with no interconnection.;travel transportation > road > intersection;intersection;1;1;0;1;railway;railway > infrastructure
roundhouse;railway > infrastructure > roundhouse;A semicircular building with many stalls for servicing engines.;['rail station', 'light rail station', 'train', 'city hall', 'fuel station', 'platform', 'bus station', 'metro station', 'transport hub', 'taxi stand', 'capitol building', 'construction', 'residential building', 'pier', 'carpet flooring contractor', 'chimney sweep', 'bed breakfast', 'college engineering building', 'travel lounge', 'road'];[0.4186455011367798, 0.3549765944480896, 0.34127211570739746, 0.32491132616996765, 0.31874775886535645, 0.31170445680618286, 0.3078760504722595, 0.30409103631973267, 0.2985438108444214, 0.29823675751686096, 0.29683470726013184, 0.2948690354824066, 0.29035505652427673, 0.2866736054420471, 0.27933230996131897, 0.27554333209991455, 0.27523699402809143, 0.27021968364715576, 0.2657393217086792, 0.2639847695827484];transport hub;A semicircular building with many stalls for servicing engines.;travel transportation;travel transportation;0;0;0;0;railway;railway > infrastructure
signal;railway > infrastructure > signal;Any kind of railway signal.;['rail station', 'light rail station', 'train', 'metro station', 'tram station', 'bus station', 'bus line', 'transport hub', 'airport tram station', 'cable car', 'transportation service', 'taxi', 'public transportation', 'fuel station', 'platform', 'road', 'taxi stand', 'moving target', 'bus stop', 'port'];[0.5295465588569641, 0.5260567665100098, 0.4816988408565521, 0.4237005114555359, 0.4027373194694519, 0.37933701276779175, 0.3768587112426758, 0.3565763831138611, 0.3404790163040161, 0.33753645420074463, 0.3251799941062927, 0.32066407799720764, 0.3175623118877411, 0.31518614292144775, 0.31263601779937744, 0.3003849387168884, 0.3000812232494354, 0.29990154504776, 0.29922282695770264, 0.29318463802337646];transportation service;Any kind of railway signal.;travel transportation > train;train;0;1;0;1;railway;railway > infrastructure
switch;railway > infrastructure > switch;Full connections between railways (aka 'points').;['rail station', 'light rail station', 'train', 'bus line', 'border crossing', 'metro station', 'transportation service', 'public transportation', 'bus station', 'tram station', 'intersection', 'moving target', 'platform', 'transport hub', 'taxi', 'travel transportation', 'bus stop', 'road', 'fuel station', 'street'];[0.4501291811466217, 0.4331342577934265, 0.4223238229751587, 0.40569359064102173, 0.38163283467292786, 0.35007748007774353, 0.34198760986328125, 0.34085848927497864, 0.3378152847290039, 0.336823046207428, 0.3253398537635803, 0.3227161765098572, 0.31606733798980713, 0.31327134370803833, 0.31166529655456543, 0.3068928122520447, 0.30651500821113586, 0.30650609731674194, 0.3047007918357849, 0.3024337887763977];transportation service;Full connections between railways (aka 'points').;travel transportation;travel transportation;0;1;0;1;railway;railway > infrastructure
tram level crossing;railway > infrastructure > tram level crossing;A point where trams and roads cross.;['tram station', 'airport tram station', 'border crossing', 'intersection', 'rail station', 'light rail station', 'bus line', 'train', 'street', 'platform', 'metro station', 'road', 'public transportation', 'cable car', 'moving target', 'electric vehicle charging station', 'transportation service', 'toll plaza', 'bus station', 'charter bus'];[0.5484998226165771, 0.5179498195648193, 0.4610876142978668, 0.4386475086212158, 0.39489179849624634, 0.38435590267181396, 0.37201613187789917, 0.36800825595855713, 0.3401598334312439, 0.33789747953414917, 0.32900920510292053, 0.3278349041938782, 0.323367714881897, 0.31952089071273804, 0.31454068422317505, 0.3073583245277405, 0.28097811341285706, 0.2808544933795929, 0.26752176880836487, 0.2648475766181946];intersection;A point where trams and roads cross.;travel transportation > road > intersection;intersection;1;1;0;1;railway;railway > infrastructure
traverser;railway > infrastructure > traverser;These are used for changing trains between railways. Also known as transfer table.;['train', 'rail station', 'moving target', 'light rail station', 'border crossing', 'travel transportation', 'tram station', 'transportation service', 'platform', 'transport hub', 'road', 'travel agency', 'public transportation', 'fuel station', 'metro station', 'taxi', 'cable car', 'bus station', 'airport tram station', 'bus line'];[0.5683616995811462, 0.4929799437522888, 0.4366112947463989, 0.41614168882369995, 0.41370588541030884, 0.41034483909606934, 0.39955008029937744, 0.3940742015838623, 0.38052430748939514, 0.3764861226081848, 0.3717159032821655, 0.3661205768585205, 0.35801324248313904, 0.3555973470211029, 0.35297417640686035, 0.348064124584198, 0.3477877378463745, 0.3477025330066681, 0.3340141475200653, 0.33372989296913147];transportation service;These are used for changing trains between railways. Also known as transfer table.;travel transportation > train;train;0;1;1;1;railway;railway > infrastructure
turntable;railway > infrastructure > turntable;These are used for changing the direction that part of a train is pointing in.;['rail station', 'moving target', 'light rail station', 'train', 'metro station', 'bus station', 'transport hub', 'bus stop', 'go kart track', 'taxi stand', 'tram station', 'road', 'track', 'pier', 'fuel station', 'platform', 'border crossing', 'running track', 'airport tram station', 'port'];[0.4300507605075836, 0.4142965078353882, 0.41261619329452515, 0.3937159776687622, 0.33652377128601074, 0.31947046518325806, 0.3051891028881073, 0.29569312930107117, 0.29141509532928467, 0.28570133447647095, 0.2850726246833801, 0.28196781873703003, 0.2742078900337219, 0.271286278963089, 0.25565528869628906, 0.254229873418808, 0.2439780831336975, 0.24310651421546936, 0.24277153611183167, 0.24200837314128876];transport hub;These are used for changing the direction that part of a train is pointing in.;travel transportation > train;train;0;1;0;1;railway;railway > infrastructure
ventilation shaft;railway > infrastructure > ventilation shaft;A structure that allows ventilation in underground tunnels;['tunnel', 'rail station', 'train', 'light rail station', 'fuel station', 'airport gate', 'port', 'airport terminal', 'cabin', 'marine terminal', 'metro station', 'travel lounge', 'rest area', 'tram station', 'city hall', 'airport lounge', 'hostel', 'baggage locker', 'transport hub', 'platform'];[0.35471826791763306, 0.3408452868461609, 0.33561936020851135, 0.2997335195541382, 0.28175848722457886, 0.278356671333313, 0.27625221014022827, 0.2753463089466095, 0.2676493227481842, 0.26526737213134766, 0.26401469111442566, 0.26225414872169495, 0.26136502623558044, 0.2585330903530121, 0.2571852207183838, 0.25705769658088684, 0.25515687465667725, 0.2544994652271271, 0.24766913056373596, 0.2467876523733139];tunnel;A structure that allows ventilation in underground tunnels;landmarks outdoors > tunnel;tunnel;1;1;1;1;railway;railway > infrastructure
wash;railway > infrastructure > wash;A railroad carriage/car wash;['car wash detail', 'laundry service', 'laundromat', 'train', 'rail station', 'shipping freight material transportation service', 'dry cleaner', 'tram station', 'professional cleaning service', 'boat ferry', 'towing service', 'light rail station', 'airport tram station', 'bus line', 'transport hub', 'transportation service', 'public transportation', 'metro station', 'upholstery service', 'water treatment service'];[0.5544132590293884, 0.45467475056648254, 0.4320114552974701, 0.3301837742328644, 0.3050072193145752, 0.2934092581272125, 0.2913443446159363, 0.279557466506958, 0.2768273651599884, 0.2662305235862732, 0.25670844316482544, 0.25482845306396484, 0.24463564157485962, 0.23900634050369263, 0.23346590995788574, 0.23027808964252472, 0.2297741025686264, 0.22750625014305115, 0.22523370385169983, 0.22484634816646576];car wash;A railroad carriage/car wash;business professional services > automotive service > car wash detail;car wash detail;0;1;1;1;railway;railway > infrastructure
water crane;railway > infrastructure > water crane;A structure to deliver water to steam locomotives;['train', 'boat ferry', 'rail station', 'boat launch', 'boat rental', 'sailing club', 'power plant', 'canoe kayak rental', 'light rail station', 'shipping freight material transportation service', 'reservoir', 'water treatment service', 'pier', 'fuel station', 'platform', 'dam', 'tram station', 'towing service', 'college engineering building', 'metro station'];[0.42345017194747925, 0.3755316138267517, 0.324910044670105, 0.32366305589675903, 0.3229976296424866, 0.3074343204498291, 0.30246782302856445, 0.3002844750881195, 0.29214876890182495, 0.29100126028060913, 0.28466182947158813, 0.2810977101325989, 0.28098264336586, 0.27837905287742615, 0.27762120962142944, 0.2745835781097412, 0.251046359539032, 0.24948638677597046, 0.2451382279396057, 0.2376716285943985];train;A structure to deliver water to steam locomotives;travel transportation > train;train;1;1;1;1;railway;railway > infrastructure
bicycle;route > bicycle;Cycle routes or bicycles route are named, numbered or otherwise signed. May go along roads, trails or dedicated cycle paths;['bike trail', 'road', 'intersection', 'bike rental', 'street', 'hiking trail', 'bus line', 'bus stop', 'ski trail', 'travel transportation', 'public transportation', 'transport hub', 'rv park', 'travel agency', 'transportation service', 'border crossing', 'tour provider', 'racecourse', 'charter bus', 'heliport'];[0.4675169587135315, 0.43734586238861084, 0.3998420238494873, 0.3739221394062042, 0.34785914421081543, 0.3127404451370239, 0.29265156388282776, 0.29056477546691895, 0.2889975905418396, 0.2858266830444336, 0.2838671803474426, 0.27261248230934143, 0.2697221636772156, 0.269327849149704, 0.2689588665962219, 0.2684377431869507, 0.2679448127746582, 0.26589369773864746, 0.26460200548171997, 0.2645632028579712];bike trail;Cycle routes or bicycles route are named, numbered or otherwise signed. May go along roads, trails or dedicated cycle paths;landmarks outdoors > bike trail;bike trail;1;1;1;1;route;route > bicycle
bus;route > bus;The route a public bus service takes. See Buses.;['bus line', 'public transportation', 'charter bus', 'bus station', 'road', 'street', 'transportation service', 'bus stop', 'intersection', 'travel agency', 'airport service', 'private airport', 'travel transportation', 'tour provider', 'taxi', 'limo service', 'tourist information service', 'train', 'transport hub', 'light rail station'];[0.7537627220153809, 0.618682861328125, 0.5804985761642456, 0.5012608766555786, 0.4950888156890869, 0.4912530481815338, 0.4866107702255249, 0.46662336587905884, 0.4519602656364441, 0.41641563177108765, 0.40578004717826843, 0.39754173159599304, 0.38806644082069397, 0.38059115409851074, 0.37909960746765137, 0.37771058082580566, 0.37643083930015564, 0.3754786252975464, 0.3699170649051666, 0.369635671377182];bus line;The route a public bus service takes. See Buses.;travel transportation > transportation service > public transportation > bus line;bus line;1;1;1;1;route;route > bus
canoe;route > canoe;Signed route for canoeing through a waterway.;['canal', 'boat ferry', 'boat launch', 'canal lock', 'canoe kayak rental', 'river', 'road', 'intersection', 'lake', 'border crossing', 'sailing club', 'hiking trail', 'marine terminal', 'pier', 'bike trail', 'boat rental', 'charter bus', 'travel transportation', 'rafting spot', 'waterfront'];[0.4741472899913788, 0.4327881932258606, 0.42529764771461487, 0.4123461842536926, 0.40544331073760986, 0.3905962109565735, 0.3751530945301056, 0.35253167152404785, 0.34648045897483826, 0.3385896682739258, 0.33722907304763794, 0.33586135506629944, 0.33492985367774963, 0.334530234336853, 0.33350589871406555, 0.32681697607040405, 0.32465046644210815, 0.31384795904159546, 0.31175628304481506, 0.30797410011291504];canoe kayak rental;Signed route for canoeing through a waterway.;landmarks outdoors > river;river;0;1;0;1;route;route > canoe
detour;route > detour;Route for fixed detour routes. Examples are Bedarfsumleitung in Germany and uitwijkroute in the Netherlands;['road', 'intersection', 'street', 'transport hub', 'train', 'travel transportation', 'border crossing', 'moving target', 'platform', 'rail station', 'airport', 'international airport', 'tram station', 'airport tram station', 'plane', 'airfield', 'heliport', 'airport terminal', 'port', 'bus station'];[0.3891305923461914, 0.35705995559692383, 0.32949408888816833, 0.3262803554534912, 0.32191407680511475, 0.31845277547836304, 0.3162810206413269, 0.31589260697364807, 0.3066819906234741, 0.30476507544517517, 0.2921813130378723, 0.2826465368270874, 0.28000473976135254, 0.2748766839504242, 0.2746295928955078, 0.27077874541282654, 0.2703704237937927, 0.26646435260772705, 0.26440829038619995, 0.2636191248893738];travel transportation;Route for fixed detour routes. Examples are Bedarfsumleitung in Germany and uitwijkroute in the Netherlands;travel transportation > road;road;0;1;1;1;route;route > detour
ferry;route > ferry;The route a ferry takes from terminal to terminal Please make sure to add at least one node per tile (zoom level 12), better at least one every few km, so offline editors catch it with bbox requests.;['boat ferry', 'marine terminal', 'pier', 'port', 'taxi', 'street', 'toll plaza', 'road', 'boat rental', 'cruise', 'airport terminal', 'border crossing', 'tour provider', 'transportation service', 'platform', 'tourist information service', 'bus line', 'public transportation', 'rail station', 'airport tram station'];[0.49088579416275024, 0.40425193309783936, 0.3916164040565491, 0.3394249379634857, 0.32623788714408875, 0.312524676322937, 0.31037479639053345, 0.30682775378227234, 0.3041936159133911, 0.3003372251987457, 0.2961711883544922, 0.2881487011909485, 0.28194478154182434, 0.28037768602371216, 0.2739822566509247, 0.2707539498806, 0.26892465353012085, 0.2678961455821991, 0.2678806483745575, 0.26657336950302124];boat ferry;The route a ferry takes from terminal to terminal Please make sure to add at least one node per tile (zoom level 12), better at least one every few km, so offline editors catch it with bbox requests.;travel transportation > boat ferry;boat ferry;1;1;1;1;route;route > ferry
