OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
swimming pool;shop > outdoors sport vehicles > swimming pool;A store that sells swimming pool equipment and supplies.;['swimming pool supply store', 'outdoor supply store', 'surf store', 'swimming pool', 'dive store', 'swimming pool maintenance service', 'bicycle store', 'skate store', 'ski store', 'gym pool'];[0.7619456648826599, 0.5922727584838867, 0.5912421941757202, 0.5754964351654053, 0.5616217255592346, 0.5515036582946777, 0.5476073622703552, 0.5436948537826538, 0.5385144948959351, 0.5261141657829285];swimming pool supply store;A store that sells swimming pool equipment and supplies.;retail > swimming pool supply store;swimming pool supply store;1;1;1;1;shop;shop > outdoors sport vehicles
trailer;shop > outdoors sport vehicles > trailer;Shop focused on selling trailers and parts and/or repairing / renting them;['outdoor supply store', 'rv motorhome dealership', 'automotive shop', 'auto workshop', 'tire repair shop', 'motorcycle repair shop', 'pawn shop', 'car parts accessories', 'hobby store', 'motor scooter dealership'];[0.5495349168777466, 0.5253089070320129, 0.5097734928131104, 0.5008988380432129, 0.49979910254478455, 0.48670434951782227, 0.46434736251831055, 0.4614424407482147, 0.4611012935638428, 0.45796576142311096];rv motorhome dealership;Shop focused on selling trailers and parts and/or repairing / renting them;retail > automotive shop;automotive shop;0;1;0;1;shop;shop > outdoors sport vehicles
truck;shop > outdoors sport vehicles > truck;Shop focused on selling trucks and other commercial vehicles;['outdoor supply store', 'automotive shop', 'rv motorhome dealership', 'motorcycle dealership', 'car dealership', 'motorsports store', 'automotive retail', 'motor scooter dealership', 'used car dealership', 'moped dealership'];[0.6070595979690552, 0.5912081599235535, 0.5693831443786621, 0.557553768157959, 0.5572472214698792, 0.5570430755615234, 0.5565173029899597, 0.5520504713058472, 0.5309056639671326, 0.523673415184021];automotive retail;Shop focused on selling trucks and other commercial vehicles;retail > automotive retail > car dealership;car dealership;0;1;0;1;shop;shop > outdoors sport vehicles
tyres;shop > outdoors sport vehicles > tyres;Shop focused on selling tyres.;['tire repair shop', 'outdoor supply store', 'motorsports store', 'motorcycle dealership', 'motor scooter dealership', 'bicycle store', 'automotive shop', 'surf store', 'motorcycle repair shop', 'running store'];[0.6070892214775085, 0.5139795541763306, 0.48990628123283386, 0.4633837938308716, 0.45421648025512695, 0.45205259323120117, 0.4470937252044678, 0.44361042976379395, 0.44142746925354004, 0.4355403780937195];tire repair shop;Shop focused on selling tyres.;retail > automotive retail > car parts accessories;car parts accessories;0;0;0;0;shop;shop > outdoors sport vehicles
art;shop > art music hobbies > art;Shop which sells works of art. May be paintings, sculpture, or other types of art;['arts crafts store', 'art gallery', 'public art', 'street art', 'art studio', 'arts entertainment', 'outdoor sculpture', 'museum', 'art museum', 'exhibit'];[0.5639846324920654, 0.5535187721252441, 0.5192009210586548, 0.5187328457832336, 0.5048004984855652, 0.48674944043159485, 0.478767991065979, 0.4507092535495758, 0.44827526807785034, 0.4410688579082489];art gallery;Shop which sells works of art. May be paintings, sculpture, or other types of art;retail > arts crafts store;arts crafts store;0;1;1;1;shop;shop > art music hobbies
camera;shop > art music hobbies > camera;A shop mainly selling cameras and lenses;['arts crafts store', 'camera store', 'hobby store', 'music store', 'fashion accessories store', 'sunglasses store', 'video store', 'jewelry store', 'photography studio', 'boutique'];[0.6044362783432007, 0.5862690210342407, 0.5598882436752319, 0.5223333239555359, 0.5111119747161865, 0.5096955299377441, 0.49624869227409363, 0.49345266819000244, 0.49283722043037415, 0.48257219791412354];camera store;A shop mainly selling cameras and lenses;retail > computers electronics retail > camera store;camera store;1;1;0;1;shop;shop > art music hobbies
collector;shop > art music hobbies > collector;A shop for different collector's items like stamps, coins, action figures, etc.;['arts crafts store', 'souvenir store', 'hobby store', 'music store', 'antique store', 'pawn shop', 'vintage thrift store', 'gift store', 'miscellaneous store', 'stationery store'];[0.5784213542938232, 0.5401432514190674, 0.5210845470428467, 0.5036908984184265, 0.4885079562664032, 0.46737754344940186, 0.46720194816589355, 0.4668329954147339, 0.46221405267715454, 0.46069473028182983];hobby store;A shop for different collector's items like stamps, coins, action figures, etc.;retail > hobby store;hobby store;1;1;0;1;shop;shop > art music hobbies
craft;shop > art music hobbies > craft;An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc. – look at craft=*;['arts crafts store', 'hobby store', 'construction supplies store', 'housewares store', 'antique store', 'kitchen supply store', 'pawn shop', 'office supply store', 'stationery store', 'party supply store'];[0.7552051544189453, 0.6109577417373657, 0.5401661396026611, 0.5254799723625183, 0.5198869705200195, 0.5112441778182983, 0.5101388096809387, 0.5074276328086853, 0.49804770946502686, 0.49656611680984497];arts crafts store;An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc. �?? look at craft=*;retail > arts crafts store;arts crafts store;1;1;1;1;shop;shop > art music hobbies
frame;shop > art music hobbies > frame;Shop focused on selling frames.;['arts crafts store', 'framing store', 'music store', 'art gallery', 'ticket seller', 'hobby store', 'public art', 'music venue', 'board store', 'dance store'];[0.5776329636573792, 0.5680415630340576, 0.5500099658966064, 0.5252788066864014, 0.4995134472846985, 0.49828603863716125, 0.47385072708129883, 0.46911200881004333, 0.4643241763114929, 0.4614059329032898];framing store;Shop focused on selling frames.;retail > framing store;framing store;1;1;0;1;shop;shop > art music hobbies
games;shop > art music hobbies > games;Shop focused on selling board games, card games and/or role-playing games.;['hobby store', 'video games store', 'arts crafts store', 'board store', 'music store', 'pawn shop', 'gaming cafe', 'skate store', 'boutique', 'arcade'];[0.5727171897888184, 0.5561181902885437, 0.5361264944076538, 0.5117777585983276, 0.511506974697113, 0.5062609910964966, 0.5007287263870239, 0.48303014039993286, 0.47630542516708374, 0.4756045341491699];hobby store;Shop focused on selling board games, card games and/or role-playing games.;retail > hobby store;hobby store;1;1;1;1;shop;shop > art music hobbies
model;shop > art music hobbies > model;Shop specialising in the sale of scale models.;['music store', 'arts crafts store', 'boutique', 'hobby store', 'fashion accessories store', 'jewelry store', 'fashion retail', 'housewares store', 'dance store', 'costume store'];[0.5684770345687866, 0.5664087533950806, 0.5190461874008179, 0.5189133882522583, 0.5040731430053711, 0.4957292675971985, 0.4849979281425476, 0.4810739755630493, 0.47454237937927246, 0.47418126463890076];hobby store;Shop specialising in the sale of scale models.;retail > hobby store;hobby store;1;1;0;1;shop;shop > art music hobbies
music;shop > art music hobbies > music;Shop focused on selling recorded music (vinyl/CDs/...);['music store', 'record store', 'arts crafts store', 'hobby store', 'recording studio', 'housewares store', 'music venue', 'antique store', 'ticket seller', 'furniture home store'];[0.6124719381332397, 0.5761551856994629, 0.5530902147293091, 0.5081935524940491, 0.5047370195388794, 0.4827154874801636, 0.47762638330459595, 0.47610729932785034, 0.4561014771461487, 0.44995614886283875];record store;Shop focused on selling recorded music (vinyl/CDs/...);retail > record store;record store;1;1;0;1;shop;shop > art music hobbies
musical instrument;shop > art music hobbies > musical instrument;Shop focused on selling musical instruments, lyrics, scores. If focused on a specific instrument, specify with musical_instrument=*;['music store', 'arts crafts store', 'music venue', 'karaoke box', 'pawn shop', 'ticket seller', 'hobby store', 'performing arts venue', 'record store', 'dance store'];[0.5184352397918701, 0.47041356563568115, 0.46440213918685913, 0.4379934072494507, 0.42606985569000244, 0.4207366406917572, 0.41498416662216187, 0.41164880990982056, 0.40871894359588623, 0.40692150592803955];music store;Shop focused on selling musical instruments, lyrics, scores. If focused on a specific instrument, specify with musical_instrument=*;retail > music store;music store;1;1;1;1;shop;shop > art music hobbies
photo;shop > art music hobbies > photo;Shop focused on selling products or services related with photography.;['photography studio', 'photography service', 'art studio', 'photographer', 'art gallery', 'arts crafts store', 'hobby store', 'photography lab', 'street art', 'creative service'];[0.6112748384475708, 0.601799488067627, 0.5894304513931274, 0.5755795836448669, 0.5566140413284302, 0.5432513952255249, 0.5294428467750549, 0.5286493301391602, 0.5251022577285767, 0.5237505435943604];photography service;Shop focused on selling products or services related with photography.;business professional services > photography service;photography service;1;1;0;1;shop;shop > art music hobbies
trophy;shop > art music hobbies > trophy;Store selling trophies, awards, plaques etc.;['museum', 'art museum', 'history museum', 'public art', 'ticket seller', 'street art', 'art gallery', 'arts crafts store', 'outdoor sculpture', 'science museum'];[0.5752052068710327, 0.5660079121589661, 0.545968770980835, 0.5225924253463745, 0.520060658454895, 0.5165760517120361, 0.5043497085571289, 0.49758195877075195, 0.49274784326553345, 0.49172353744506836];arts crafts store;Store selling trophies, awards, plaques etc.;retail > hobby store;hobby store;0;0;0;0;shop;shop > art music hobbies
video;shop > art music hobbies > video;Shop focused on selling or renting out videos/DVDs.;['video store', 'art gallery', 'movie theater', 'music store', 'strip club', 'street art', 'film studio', 'museum', 'arts entertainment', 'hobby store'];[0.6116107702255249, 0.5094212293624878, 0.48351675271987915, 0.48182785511016846, 0.47395017743110657, 0.46855026483535767, 0.46589696407318115, 0.4617413878440857, 0.4591115415096283, 0.45843660831451416];video store;Shop focused on selling or renting out videos/DVDs.;retail > video store;video store;1;1;1;1;shop;shop > art music hobbies
video games;shop > art music hobbies > video games;Shop focused on selling video games.;['video games store', 'hobby store', 'music store', 'arts crafts store', 'gaming cafe', 'arts entertainment', 'video store', 'arcade', 'boutique', 'toy store'];[0.6182095408439636, 0.5461406111717224, 0.5130680799484253, 0.5030413269996643, 0.4946354031562805, 0.4934099316596985, 0.48986712098121643, 0.4859893321990967, 0.482994019985199, 0.4738583564758301];video games store;Shop focused on selling video games.;retail > computers electronics retail > video games store;video games store;1;1;1;1;shop;shop > art music hobbies
anime;shop > stationery gifts books newspapers > anime;Shop focused on selling anime stuff.;['stationery store', 'gift store', 'bookstore', 'comic book store', 'arts crafts store', 'used bookstore', 'newsagent', 'office supply store', 'print store', 'housewares store'];[0.5779468417167664, 0.5340652465820312, 0.5227037668228149, 0.5134769678115845, 0.48989224433898926, 0.483873188495636, 0.4831625521183014, 0.462388813495636, 0.4585188031196594, 0.45138031244277954];comic book store;Shop focused on selling anime stuff.;retail > comic book store;comic book store;1;1;0;1;shop;shop > stationery gifts books newspapers
books;shop > stationery gifts books newspapers > books;Shop focused on selling books (for a library that lends books, see amenity=library);['stationery store', 'bookstore', 'used bookstore', 'gift store', 'office supply store', 'arts crafts store', 'library', 'baby store', 'hobby store', 'board store'];[0.5913580656051636, 0.568706750869751, 0.567269504070282, 0.5071122050285339, 0.438884437084198, 0.43265777826309204, 0.4262144863605499, 0.42067092657089233, 0.4193347692489624, 0.41886642575263977];bookstore;Shop focused on selling books (for a library that lends books, see amenity=library);retail > bookstore;bookstore;1;1;0;1;shop;shop > stationery gifts books newspapers
gift;shop > stationery gifts books newspapers > gift;Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs);['gift store', 'stationery store', 'souvenir store', 'arts crafts store', 'packaging supply store', 'office supply store', 'flower store', 'christmas market', 'pet supplies store', 'hobby store'];[0.6422584056854248, 0.6331470012664795, 0.5501441955566406, 0.5121105909347534, 0.4864116907119751, 0.48602697253227234, 0.47214043140411377, 0.4708724021911621, 0.4664136469364166, 0.46618810296058655];gift store;Shop focused on selling gifts, greeting cards, or tourist gifts (souvenirs);retail > gift store;gift store;1;1;1;1;shop;shop > stationery gifts books newspapers
lottery;shop > stationery gifts books newspapers > lottery;A shop of which the main or only purpose is the sale of lottery tickets.;['lottery retailer', 'stationery store', 'gift store', 'bookstore', 'betting shop', 'souvenir store', 'used bookstore', 'christmas market', 'fireworks store', 'ticket seller'];[0.5669523477554321, 0.5391476154327393, 0.5090870261192322, 0.4578588008880615, 0.450966477394104, 0.4434380829334259, 0.43611979484558105, 0.43175381422042847, 0.4289119839668274, 0.4281735420227051];lottery retailer;A shop of which the main or only purpose is the sale of lottery tickets.;business professional services > lottery retailer;lottery retailer;1;1;1;1;shop;shop > stationery gifts books newspapers
newsagent;shop > stationery gifts books newspapers > newsagent;Shop focused on selling newspapers, cigarettes, other goods;['newsagent', 'stationery store', 'newsstand', 'print store', 'office supply store', 'bookstore', 'tobacco store', 'smoke shop', 'packaging supply store', 'used bookstore'];[0.6262773871421814, 0.6018722057342529, 0.5825706720352173, 0.5284764766693115, 0.5214183330535889, 0.5184208750724792, 0.5171219706535339, 0.5116974711418152, 0.5061133503913879, 0.5004163980484009];newsagent;Shop focused on selling newspapers, cigarettes, other goods;retail > newsagent;newsagent;1;1;1;1;shop;shop > stationery gifts books newspapers
stationery;shop > stationery gifts books newspapers > stationery;Shop focused on selling office supplies;['stationery store', 'office supply store', 'packaging supply store', 'gift store', 'print store', 'bookstore', 'used bookstore', 'arts crafts store', 'pet supplies store', 'construction supplies store'];[0.71012282371521, 0.6073842644691467, 0.5479410886764526, 0.5355084538459778, 0.5311111211776733, 0.5268552303314209, 0.5215170383453369, 0.5178555846214294, 0.5053284168243408, 0.500892162322998];stationery store;Shop focused on selling office supplies;retail > stationery store;stationery store;1;1;1;1;shop;shop > stationery gifts books newspapers
ticket;shop > stationery gifts books newspapers > ticket;Shop focused on selling tickets for concerts, events, public transport, …;['stationery store', 'ticket seller', 'newsstand', 'gift store', 'bookstore', 'christmas market', 'used bookstore', 'souvenir store', 'street fair', 'promotional item service'];[0.5645765662193298, 0.5068349838256836, 0.49952781200408936, 0.49727702140808105, 0.4888288378715515, 0.4785189628601074, 0.4780462980270386, 0.4684312045574188, 0.4485023617744446, 0.44483864307403564];ticket seller;Shop focused on selling tickets for concerts, events, public transport, �?�;arts entertainment > ticket seller;ticket seller;1;1;0;1;shop;shop > stationery gifts books newspapers
bookmaker;shop > others > bookmaker;A shop that takes bets on sporting and other events at agreed upon odds.;['betting shop', 'trade fair', 'sporting goods retail', 'lottery retailer', 'golf store', 'hunting supply store', 'dive store', 'soccer store', 'sporting event', 'marketplace'];[0.6565303802490234, 0.4177807569503784, 0.41543048620224, 0.4040367603302002, 0.3986886143684387, 0.3903301954269409, 0.37878453731536865, 0.37770041823387146, 0.3737725615501404, 0.371826708316803];betting shop;A shop that takes bets on sporting and other events at agreed upon odds.;retail > betting shop;betting shop;1;1;1;1;shop;shop > others
cannabis;shop > others > cannabis;a shop primarily and legally selling non-medical cannabis products;['cannabis store', 'marijuana dispensary', 'smoke shop', 'tobacco store', 'medical supply store', 'drugstore', 'office supply store', 'farmers market', 'outdoor supply store', 'vape store'];[0.6334546208381653, 0.543124794960022, 0.5231039524078369, 0.4487745463848114, 0.4175061881542206, 0.41693323850631714, 0.38966482877731323, 0.3858497738838196, 0.38155144453048706, 0.37919747829437256];cannabis store;a shop primarily and legally selling non-medical cannabis products;retail > cannabis store;cannabis store;1;1;1;1;shop;shop > others
copyshop;shop > others > copyshop;Shop focused on selling photocopying and printing services.;['print store', 'arts crafts store', 'machine shop', 'photography service', 'stationery store', 'paper supplier', 'camera store', 'office supply store', 'photography lab', 'textiles store'];[0.7114051580429077, 0.5321657061576843, 0.5242736339569092, 0.5192520618438721, 0.5167357325553894, 0.5067650675773621, 0.5022931098937988, 0.49013400077819824, 0.48996227979660034, 0.4869338274002075];print store;Shop focused on selling photocopying and printing services.;retail > print store;print store;1;1;1;1;shop;shop > others
dry cleaning;shop > others > dry cleaning;Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.;['dry cleaner', 'laundry service', 'laundromat', 'professional cleaning service', 'car wash detail', 'textiles store', 'machine shop', 'hair removal service', 'clothing store', 'childrens clothing store'];[0.6357190608978271, 0.5685932636260986, 0.5194975733757019, 0.5187697410583496, 0.44640177488327026, 0.43283742666244507, 0.4131466746330261, 0.4118712842464447, 0.4044080972671509, 0.4023815095424652];dry cleaner;Shop or kiosk offering a clothes dry cleaning service. The actual cleaning may be done elsewhere.;business professional services > health beauty service > dry cleaner;dry cleaner;1;1;1;1;shop;shop > others
ecigarette;shop > others > ecigarette;Shop focused on selling electronic cigarettes.;['smoke shop', 'tobacco store', 'vape store', 'electronics store', 'mobile phone store', 'computers electronics retail', 'hobby store', 'drugstore', 'video games store', 'miscellaneous store'];[0.6557142734527588, 0.6262749433517456, 0.5586236715316772, 0.5172322392463684, 0.4928181767463684, 0.48990708589553833, 0.4844227433204651, 0.4760293960571289, 0.46613097190856934, 0.465834379196167];vape store;Shop focused on selling electronic cigarettes.;retail > vape store;vape store;1;1;0;1;shop;shop > others
funeral directors;shop > others > funeral directors;"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers"".";['funeral home', 'bridal store', 'cemetery', 'butcher', 'wholesaler', 'chemicals gasses manufacturer', 'paper supplier', 'warehouse', 'caterer', 'metals supplier'];[0.6478133201599121, 0.3927420377731323, 0.38682252168655396, 0.3830093443393707, 0.36099717020988464, 0.3430348336696625, 0.34083518385887146, 0.3312244713306427, 0.33119121193885803, 0.32991212606430054];funeral home;"Providing services related to funeral arrangements, may also be known as a ""funeral parlour"" or ""undertakers"".";business professional services > funeral home;funeral home;1;1;1;1;shop;shop > others
laundry;shop > others > laundry;A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, …;['laundry service', 'laundromat', 'dry cleaner', 'car wash detail', 'professional cleaning service', 'textiles store', 'recycling facility', 'waste management service', 'machine shop', 'water treatment service'];[0.6877074241638184, 0.5983773469924927, 0.5154026746749878, 0.47651875019073486, 0.4645010232925415, 0.4587094783782959, 0.4581685960292816, 0.4464973211288452, 0.4346795678138733, 0.43335646390914917];laundry service;A shop to get your normal clothes washed. Might be self service coin operated, with service staff for drop off, �?�;business professional services > laundromat;laundromat;0;1;0;1;shop;shop > others
money lender;shop > others > money lender;A money lender offers small personal loans at high rates of interest.;['loans agency', 'pawn shop', 'auction house', 'atm', 'bank', 'banking finance', 'betting shop', 'check cashing service', 'market', 'financial legal service'];[0.4320377707481384, 0.4070556163787842, 0.36164265871047974, 0.3482341170310974, 0.34120821952819824, 0.3360995650291443, 0.3257508873939514, 0.32126256823539734, 0.3170669376850128, 0.31217968463897705];loans agency;A money lender offers small personal loans at high rates of interest.;business professional services > financial service > loans agency;loans agency;1;1;1;1;shop;shop > others
outpost;shop > others > outpost;Shop primarily used to pick-up items ordered online.;['office supply store', 'packaging supply store', 'miscellaneous store', 'construction supplies store', 'outdoor supply store', 'kitchen supply store', 'convenience store', 'party supply store', 'stationery store', 'outlet store'];[0.6118648052215576, 0.5960512161254883, 0.5808064937591553, 0.5760826468467712, 0.5694972276687622, 0.5654802322387695, 0.5576640367507935, 0.5511634349822998, 0.5421893000602722, 0.5415219664573669];outlet store;Shop primarily used to pick-up items ordered online.;retail;retail;0;0;0;0;shop;shop > others
party;shop > others > party;A shop for party and festival supplies, like costumes, etc.;['party supply store', 'costume store', 'fireworks store', 'christmas market', 'gift store', 'packaging supply store', 'souvenir store', 'construction supplies store', 'cupcake shop', 'arts crafts store'];[0.6753623485565186, 0.5639727115631104, 0.5433091521263123, 0.5291137099266052, 0.5143419504165649, 0.5137438774108887, 0.5081989765167236, 0.5011552572250366, 0.5007503032684326, 0.4987525939941406];party supply store;A shop for party and festival supplies, like costumes, etc.;retail > party supply store;party supply store;1;1;1;1;shop;shop > others
pawnbroker;shop > others > pawnbroker;A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people. See also shop=second_hand;['pawn shop', 'loans agency', 'board store', 'boutique', 'betting shop', 'market', 'gift store', 'retail', 'locksmith', 'auction house'];[0.6875032186508179, 0.4918665885925293, 0.4400356709957123, 0.4345707595348358, 0.4298902153968811, 0.4161517918109894, 0.4106466770172119, 0.40785127878189087, 0.39664435386657715, 0.3931078314781189];pawn shop;A pawnbroker (or pawnshop) is an individual or business that offers secured loans to people. See also shop=second_hand;retail > pawn shop;pawn shop;1;1;1;1;shop;shop > others
pest control;shop > others > pest control;Shop selling pest control goods to exterminate rats, insects etc.;['pest control service', 'flea market', 'pet supplies store', 'smoke shop', 'outdoor supply store', 'hobby store', 'miscellaneous store', 'boutique', 'perfume store', 'market'];[0.5226460695266724, 0.4989543557167053, 0.4870098829269409, 0.4236293435096741, 0.4145023226737976, 0.40863147377967834, 0.39837145805358887, 0.39785927534103394, 0.3977409601211548, 0.3940689265727997];pest control service;Shop selling pest control goods to exterminate rats, insects etc.;business professional services > home improvement service > pest control service;pest control service;1;1;1;1;shop;shop > others
pet;shop > others > pet;A shop for pets, animals and toys or food for them.;['pet supplies store', 'toy store', 'pet service', 'pet grooming service', 'pet sitting boarding service', 'hobby store', 'meat seafood store', 'carpet store', 'baby store', 'arts crafts store'];[0.7562782764434814, 0.6042270660400391, 0.5159887671470642, 0.5151083469390869, 0.48874184489250183, 0.4750477075576782, 0.46526390314102173, 0.4617026448249817, 0.45501697063446045, 0.45439648628234863];pet supplies store;A shop for pets, animals and toys or food for them.;retail > pet supplies store;pet supplies store;1;1;1;1;shop;shop > others
pet grooming;shop > others > pet grooming;A shop offering grooming services for pets (most frequently dogs);['pet grooming service', 'pet supplies store', 'pet service', 'pet sitting boarding service', 'carpet store', 'barbershop', 'miscellaneous store', 'cosmetics store', 'department store', 'flower store'];[0.7387011051177979, 0.6585938334465027, 0.6065512895584106, 0.5411887168884277, 0.4523230493068695, 0.44757527112960815, 0.43266308307647705, 0.4219015836715698, 0.42161211371421814, 0.41537976264953613];pet grooming service;A shop offering grooming services for pets (most frequently dogs);business professional services > pet service > pet grooming service;pet grooming service;1;1;1;1;shop;shop > others
pyrotechnics;shop > others > pyrotechnics;Store of pyrotechnics: fireworks, firecrackers, sparklers etc.;['fireworks store', 'hobby store', 'party supply store', 'dutyfree store', 'smoke shop', 'gun store', 'arts crafts store', 'toy store', 'construction supplies store', 'costume store'];[0.7223434448242188, 0.4846075177192688, 0.4716445803642273, 0.46365872025489807, 0.459440141916275, 0.45708250999450684, 0.4493386149406433, 0.44811922311782837, 0.4471823573112488, 0.4454377293586731];fireworks store;Store of pyrotechnics: fireworks, firecrackers, sparklers etc.;retail > fireworks store;fireworks store;1;1;1;1;shop;shop > others
religion;shop > others > religion;Shop focused on selling religious articles, church shop. See also religion=*;['outdoor supply store', 'kosher store', 'herbs spices store', 'construction supplies store', 'office supply store', 'miscellaneous store', 'pet supplies store', 'baby store', 'christmas market', 'flower store'];[0.48374658823013306, 0.46165186166763306, 0.4600077271461487, 0.45379167795181274, 0.453350305557251, 0.45221221446990967, 0.45106035470962524, 0.4457235038280487, 0.4442065954208374, 0.44410255551338196];miscellaneous store;Shop focused on selling religious articles, church shop. See also religion=*;retail;retail;0;0;0;0;shop;shop > others
rental;shop > others > rental;Shop that rents different kinds of vehicles or (sport) equipment;['equipment rental service', 'bike rental', 'ski store', 'sporting goods retail', 'bicycle store', 'motor scooter dealership', 'car parts accessories', 'canoe kayak rental', 'golf store', 'automotive shop'];[0.518454372882843, 0.5141546726226807, 0.47044843435287476, 0.4698336720466614, 0.4587581753730774, 0.45448794960975647, 0.4543421268463135, 0.45297861099243164, 0.4504581689834595, 0.4434587359428406];equipment rental service;Shop that rents different kinds of vehicles or (sport) equipment;business professional services > rental service;rental service;0;0;0;0;shop;shop > others
storage rental;shop > others > storage rental;self storage;['storage facility', 'carpet store', 'rental service', 'luggage store', 'equipment rental service', 'mattress store', 'housewares store', 'hobby store', 'pet supplies store', 'outdoor supply store'];[0.5861070156097412, 0.4477187395095825, 0.44048482179641724, 0.4304693043231964, 0.4291785955429077, 0.42594635486602783, 0.41414108872413635, 0.4101637005805969, 0.40986883640289307, 0.4082353115081787];storage facility;self storage;business professional services > storage facility;storage facility;1;1;1;1;shop;shop > others
tobacco;shop > others > tobacco;Shop focused on selling tobacco, cigarettes and their related accessories.;['tobacco store', 'smoke shop', 'vape store', 'hobby store', 'cannabis store', 'pet supplies store', 'miscellaneous store', 'convenience store', 'car parts accessories', 'souvenir store'];[0.7186725735664368, 0.6975722312927246, 0.5490598678588867, 0.5042290687561035, 0.49281567335128784, 0.48261022567749023, 0.46947357058525085, 0.4589863419532776, 0.4561089277267456, 0.455925852060318];tobacco store;Shop focused on selling tobacco, cigarettes and their related accessories.;retail > tobacco store;tobacco store;1;1;1;1;shop;shop > others
toys;shop > others > toys;Shop focused on selling toys.;['toy store', 'hobby store', 'baby store', 'boutique', 'arts crafts store', 'pawn shop', 'pet supplies store', 'big box store', 'department store', 'miscellaneous store'];[0.7110852003097534, 0.5233396291732788, 0.5151424407958984, 0.5095714330673218, 0.5090294480323792, 0.49889910221099854, 0.4883989691734314, 0.4870929718017578, 0.4791049063205719, 0.4768654406070709];toy store;Shop focused on selling toys.;retail > toy store;toy store;1;1;1;1;shop;shop > others
travel agency;shop > others > travel agency;Shop focused on selling tickets for travelling. Also known as a tour operator.;['tour provider', 'travel agency', 'tourist information service', 'transportation service', 'travel transportation', 'general travel', 'ticket seller', 'hot air balloon tour agency', 'public transportation', 'road'];[0.6344858407974243, 0.6237532496452332, 0.5434508323669434, 0.4866989254951477, 0.4786127805709839, 0.4703369140625, 0.46920913457870483, 0.45513594150543213, 0.41944360733032227, 0.41929101943969727];travel agency;Shop focused on selling tickets for travelling. Also known as a tour operator.;travel transportation > travel agency;travel agency;1;1;0;1;shop;shop > others
vacant;shop > others > vacant;An unused vacant shop. Can be used for an empty or abandoned retail space that seems to be available for lease or purchase where a retail store (or similar businesses) may be opened. No store is being operated in a vacant shop, and neither goods nor services are being offered. This tag can be used after a store was closed or for a newly built shop before any busisness was operated in the shop.;['miscellaneous store', 'outlet mall', 'convenience store', 'used car dealership', 'shopping mall', 'pawn shop', 'office supply store', 'shopping plaza', 'outdoor supply store', 'kitchen supply store'];[0.43164780735969543, 0.42223045229911804, 0.42165273427963257, 0.42117732763290405, 0.42018434405326843, 0.4160957932472229, 0.4151574969291687, 0.411600261926651, 0.4031791687011719, 0.4029351472854614];miscellaneous store;An unused vacant shop. Can be used for an empty or abandoned retail space that seems to be available for lease or purchase where a retail store (or similar businesses) may be opened. No store is being operated in a vacant shop, and neither goods nor services are being offered. This tag can be used after a store was closed or for a newly built shop before any busisness was operated in the shop.;retail;retail;0;0;0;0;shop;shop > others
weapons;shop > others > weapons;Shop focused on selling weapons like knives, guns etc.;['pawn shop', 'gun store', 'hunting supply store', 'leather goods store', 'hobby store', 'retail', 'market', 'boutique', 'dutyfree store', 'luggage store'];[0.5826435685157776, 0.5735731720924377, 0.5196981430053711, 0.4754719138145447, 0.4677790701389313, 0.4619242548942566, 0.45417261123657227, 0.45402950048446655, 0.4505247473716736, 0.44981837272644043];gun store;Shop focused on selling weapons like knives, guns etc.;retail > sporting goods retail > gun store;gun store;1;1;0;1;shop;shop > others
exchange;telecom > exchange;A place to connect landlines subscribers to telecommunication service equipments;['telecommunication service', 'electrical equipment supplier', 'equipment rental service', 'print tv radio outdoor advertising service', 'industrial equipment supplier', 'radio station', 'bus line', 'shipping freight material transportation service', 'tv station', 'scientific equipment supplier'];[0.49625325202941895, 0.4441618323326111, 0.39690759778022766, 0.3847377300262451, 0.37445199489593506, 0.37416088581085205, 0.36818403005599976, 0.3671724200248718, 0.3653731942176819, 0.36507147550582886];telecommunication service;A place to connect landlines subscribers to telecommunication service equipments;business professional services > telecommunication service;telecommunication service;1;1;1;1;telecom;telecom > exchange
connection point;telecom > connection point;Last point of telecom local loops allowing direct connections towards a few households and subscribers;['telecommunication service', 'tv station', 'radio station', 'print tv radio outdoor advertising service', 'bus line', 'mobile phone store', 'charter bus', 'mamak restaurant', 'gilaki restaurant', 'tour provider'];[0.32999712228775024, 0.2878902554512024, 0.27094268798828125, 0.26587846875190735, 0.25895190238952637, 0.24719765782356262, 0.24310562014579773, 0.23275116086006165, 0.2326720952987671, 0.23258382081985474];telecommunication service;Last point of telecom local loops allowing direct connections towards a few households and subscribers;business professional services > telecommunication service;telecommunication service;1;1;1;1;telecom;telecom > connection point
