OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
seafood;shop > food beverages > seafood;Shop focused on selling fish/seafood.;['fish market', 'meat seafood store', 'seafood restaurant', 'grocery store', 'fishing store', 'gourmet store', 'wine store', 'supermarket', 'liquor store', 'beer store'];[0.8036836385726929, 0.6774375438690186, 0.6402429938316345, 0.6306289434432983, 0.630355179309845, 0.6082689166069031, 0.5986676216125488, 0.5947456955909729, 0.5863481760025024, 0.5715004801750183];fish market;Shop focused on selling fish/seafood.;retail > food beverage retail > fish market;fish market;1;1;shop;shop > food beverages
spices;shop > food beverages > spices;Shop focused on selling spices.;['herbs spices store', 'grocery store', 'food beverage retail', 'gourmet store', 'farmers market', 'supermarket', 'beer store', 'wine store', 'kitchen supply store', 'housewares store'];[0.8441755771636963, 0.6235584020614624, 0.6080375909805298, 0.6066877841949463, 0.5951879024505615, 0.5830156803131104, 0.5738961100578308, 0.5653215646743774, 0.5617742538452148, 0.5610513687133789];herbs spices store;Shop focused on selling spices.;retail > food beverage retail > herbs spices store;herbs spices store;1;1;shop;shop > food beverages
tea;shop > food beverages > tea;Shop focused on selling tea.;['farmers market', 'wine store', 'grocery store', 'liquor store', 'beer store', 'tea room', 'coffee shop', 'cafe coffee tea house', 'supermarket', 'bubble tea shop'];[0.613929271697998, 0.5990550518035889, 0.5947518348693848, 0.5869399905204773, 0.5867658853530884, 0.5850323438644409, 0.5743715763092041, 0.5727472305297852, 0.5652220249176025, 0.5623341798782349];tea room;Shop focused on selling tea.;dining drinking > cafe coffee tea house > tea room;tea room;1;1;shop;shop > food beverages
tortilla;shop > food beverages > tortilla;Shop focused on selling tortillas.;['food beverage retail', 'gourmet store', 'grocery store', 'farmers market', 'burrito restaurant', 'supermarket', 'beer store', 'clothing store', 'imported food store', 'fruit vegetable store'];[0.5797045230865479, 0.5792922973632812, 0.5715876817703247, 0.5614501237869263, 0.5569542646408081, 0.5459632873535156, 0.535827100276947, 0.535619854927063, 0.5339398980140686, 0.5291844010353088];food beverage retail;Shop focused on selling tortillas.;retail > food beverage retail;food beverage retail;1;1;shop;shop > food beverages
water;shop > food beverages > water;Shop focused on selling drinking water.;['beer store', 'grocery store', 'liquor store', 'wine store', 'supermarket', 'farmers market', 'gourmet store', 'food beverage retail', 'food stand', 'dairy store'];[0.7180153727531433, 0.7114317417144775, 0.705174446105957, 0.6694888472557068, 0.6615334749221802, 0.6607024669647217, 0.6452147960662842, 0.6449213027954102, 0.6073205471038818, 0.5879824757575989];food beverage retail;Shop focused on selling drinking water.;retail > food beverage retail;food beverage retail;1;1;shop;shop > food beverages
wine;shop > food beverages > wine;Shop selling wine.;['wine store', 'winery', 'liquor store', 'beer store', 'vineyard', 'cidery', 'grocery store', 'cheese store', 'dairy store', 'wine bar'];[0.8753108382225037, 0.7536900043487549, 0.721122145652771, 0.6711685657501221, 0.6253436803817749, 0.6112139225006104, 0.6057697534561157, 0.5824565291404724, 0.576639711856842, 0.5718433856964111];wine store;Shop selling wine.;retail > food beverage retail > wine store;wine store;1;1;shop;shop > food beverages
department store;shop > general store department store mall > department store;A single large store – often multiple storeys high – selling a large variety of goods (see also shop=mall);['department store', 'shopping mall', 'big box store', 'warehouse wholesale store', 'miscellaneous store', 'supermarket', 'shopping plaza', 'clothing store', 'housewares store', 'convenience store'];[0.760701596736908, 0.7248057126998901, 0.7048280239105225, 0.6769875288009644, 0.6654424071311951, 0.6456508636474609, 0.6269952654838562, 0.625601589679718, 0.6147958040237427, 0.6123268604278564];department store;A single large store �?? often multiple storeys high �?? selling a large variety of goods (see also shop=mall);retail > department store;department store;1;1;shop;shop > general store department store mall
general;shop > general store department store mall > general;A store that carries a general line of merchandise. (see also shop=convenience if it sells food).;['department store', 'grocery store', 'supermarket', 'gourmet store', 'food beverage retail', 'miscellaneous store', 'housewares store', 'mens store', 'clothing store', 'pet supplies store'];[0.6634229421615601, 0.6402572393417358, 0.6373031139373779, 0.6356306076049805, 0.6239211559295654, 0.6019690632820129, 0.5927140712738037, 0.5910842418670654, 0.5816324353218079, 0.574134111404419];department store;A store that carries a general line of merchandise. (see also shop=convenience if it sells food).;retail > department store;department store;1;1;shop;shop > general store department store mall
kiosk;shop > general store department store mall > kiosk;A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.;['convenience store', 'newsstand', 'tobacco store', 'candy store', 'department store', 'smoke shop', 'newsagent', 'vape store', 'supermarket', 'garden center'];[0.6145389676094055, 0.5988836288452148, 0.5753657817840576, 0.5733179450035095, 0.5710099935531616, 0.5671983957290649, 0.5607390403747559, 0.5529751777648926, 0.5518931150436401, 0.5442397594451904];newsstand;A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.;retail > newsstand;newsstand;1;1;shop;shop > general store department store mall
mall;shop > general store department store mall > mall;A shopping mall – multiple stores under one roof (also known as a shopping centre);['shopping mall', 'shopping plaza', 'outlet mall', 'department store', 'big box store', 'miscellaneous store', 'clothing store', 'supermarket', 'mens store', 'boutique'];[0.7026098966598511, 0.6403278112411499, 0.6222862005233765, 0.5116211175918579, 0.5073084831237793, 0.5061030983924866, 0.4954899251461029, 0.4778652787208557, 0.47722333669662476, 0.4561741054058075];shopping mall;A shopping mall �?? multiple stores under one roof (also known as a shopping centre);retail > shopping mall;shopping mall;1;1;shop;shop > general store department store mall
supermarket;shop > general store department store mall > supermarket;Supermarket – a large store with groceries and other items;['supermarket', 'shopping mall', 'department store', 'grocery store', 'big box store', 'shopping plaza', 'fruit vegetable store', 'convenience store', 'miscellaneous store', 'gourmet store'];[0.7885607481002808, 0.6949712038040161, 0.6775374412536621, 0.647369384765625, 0.6284191608428955, 0.6188101768493652, 0.6094644069671631, 0.6087812185287476, 0.6073881387710571, 0.6005359292030334];supermarket;Supermarket �?? a large store with groceries and other items;retail > food beverage retail > supermarket;supermarket;1;1;shop;shop > general store department store mall
wholesale;shop > general store department store mall > wholesale;Wholesale/warehouse club or cash and carry – a store that sells items in bulk to retailers. The branch of industry can be defined with wholesale=*.;['warehouse wholesale store', 'wholesaler', 'department store', 'miscellaneous store', 'big box store', 'clothing store', 'shopping plaza', 'packaging supply store', 'mens store', 'luggage store'];[0.7545304298400879, 0.6779493093490601, 0.6352388858795166, 0.6058998107910156, 0.5997512936592102, 0.5908880233764648, 0.5900306701660156, 0.5859074592590332, 0.5809279084205627, 0.5760613679885864];warehouse wholesale store;Wholesale/warehouse club or cash and carry �?? a store that sells items in bulk to retailers. The branch of industry can be defined with wholesale=*.;retail > warehouse wholesale store;warehouse wholesale store;1;1;shop;shop > general store department store mall
baby goods;shop > clothing shoes accessories > baby goods;Shop focused on selling objects for babies (clothes, prams, cots, toys).;['baby store', 'toy store', 'fashion retail', 'childrens clothing store', 'fashion accessories store', 'dance store', 'luggage store', 'boutique', 'running store', 'hobby store'];[0.7615958452224731, 0.6958257555961609, 0.6874856948852539, 0.6754971146583557, 0.6568905711174011, 0.6470774412155151, 0.618928074836731, 0.6170627474784851, 0.6158638000488281, 0.6131472587585449];baby store;Shop focused on selling objects for babies (clothes, prams, cots, toys).;retail > baby store;baby store;1;1;shop;shop > clothing shoes accessories
bag;shop > clothing shoes accessories > bag;Shop focused on selling bags.;['leather goods store', 'luggage store', 'fashion retail', 'fashion accessories store', 'shoe store', 'mens store', 'dance store', 'clothing store', 'running store', 'womens store'];[0.7942913174629211, 0.7881022095680237, 0.7836952209472656, 0.7623482942581177, 0.6905069351196289, 0.6720527410507202, 0.671518087387085, 0.6705141067504883, 0.6586161851882935, 0.6493395566940308];fashion accessories store;Shop focused on selling bags.;retail > luggage store;luggage store;0;0;shop;shop > clothing shoes accessories
boutique;shop > clothing shoes accessories > boutique;A small shopping outlet, especially one that specializes in elite and fashionable items;['boutique', 'fashion retail', 'running store', 'dance store', 'shoe store', 'womens store', 'fashion accessories store', 'mens store', 'department store', 'clothing store'];[0.8253388404846191, 0.7970004081726074, 0.7084676027297974, 0.6869421601295471, 0.6753826141357422, 0.6712791919708252, 0.6588014960289001, 0.6472488045692444, 0.6444414854049683, 0.6336946487426758];boutique;A small shopping outlet, especially one that specializes in elite and fashionable items;retail > boutique;boutique;1;1;shop;shop > clothing shoes accessories
clothes;shop > clothing shoes accessories > clothes;Shop focused on selling clothes and/or underwear (other related value in use is fashion);['fashion retail', 'boutique', 'womens store', 'dance store', 'clothing store', 'shoe store', 'mens store', 'running store', 'fashion accessories store', 'bridal store'];[0.7922425866127014, 0.7012884616851807, 0.6962103247642517, 0.6954668760299683, 0.6840254664421082, 0.6752361059188843, 0.6731671094894409, 0.6679229736328125, 0.6666398644447327, 0.6366442441940308];clothing store;Shop focused on selling clothes and/or underwear (other related value in use is fashion);retail > fashion retail > clothing store;clothing store;1;1;shop;shop > clothing shoes accessories
fabric;shop > clothing shoes accessories > fabric;Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making.;['fashion retail', 'textiles store', 'dance store', 'clothing store', 'running store', 'boutique', 'shoe store', 'bridal store', 'womens store', 'mens store'];[0.797897219657898, 0.7617204785346985, 0.7096439599990845, 0.6832330226898193, 0.6777583956718445, 0.6674121618270874, 0.6615363359451294, 0.6603332757949829, 0.6558099389076233, 0.6556410193443298];textiles store;Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making.;retail > textiles store;textiles store;1;1;shop;shop > clothing shoes accessories
fashion accessories;shop > clothing shoes accessories > fashion accessories;Shop focused on selling fashion accessories.;['fashion retail', 'dance store', 'womens store', 'boutique', 'shoe store', 'mens store', 'clothing store', 'running store', 'fashion accessories store', 'bridal store'];[0.9146572947502136, 0.7887171506881714, 0.7761493921279907, 0.7663729190826416, 0.7507234215736389, 0.7428311109542847, 0.7354094982147217, 0.7351526021957397, 0.7336132526397705, 0.6972987651824951];fashion accessories store;Shop focused on selling fashion accessories.;retail > fashion retail > fashion accessories store;fashion accessories store;1;1;shop;shop > clothing shoes accessories
jewelry;shop > clothing shoes accessories > jewelry;Jewellers shops.;['fashion retail', 'dance store', 'running store', 'shoe store', 'fashion accessories store', 'boutique', 'womens store', 'mens store', 'jewelry store', 'leather goods store'];[0.8293092250823975, 0.7770516872406006, 0.7441533207893372, 0.7375630140304565, 0.6897337436676025, 0.6891803741455078, 0.6673411130905151, 0.6586165428161621, 0.639594554901123, 0.6393914222717285];jewelry store;Jewellers shops.;retail > fashion retail > jewelry store;jewelry store;1;1;shop;shop > clothing shoes accessories
leather;shop > clothing shoes accessories > leather;Shop focused on selling products made out of leather.;['leather goods store', 'fashion retail', 'leather supplier', 'shoe store', 'running store', 'dance store', 'tennis store', 'skate store', 'fashion accessories store', 'mens store'];[0.8137955665588379, 0.7452441453933716, 0.6867257356643677, 0.6636320948600769, 0.6550095081329346, 0.6337442398071289, 0.6002447605133057, 0.5793296098709106, 0.5768819451332092, 0.5766022801399231];leather goods store;Shop focused on selling products made out of leather.;retail > leather goods store;leather goods store;1;1;shop;shop > clothing shoes accessories
sewing;shop > clothing shoes accessories > sewing;A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.);['knitting store', 'textiles store', 'fashion retail', 'dance store', 'running store', 'mens store', 'tennis store', 'arts crafts store', 'shoe store', 'hobby store'];[0.7806949615478516, 0.7340547442436218, 0.6877506375312805, 0.6490692496299744, 0.6176503300666809, 0.585753321647644, 0.5812555551528931, 0.5763211846351624, 0.5670031905174255, 0.5575713515281677];arts crafts store;A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.);retail > knitting store;knitting store;0;0;shop;shop > clothing shoes accessories
shoes;shop > clothing shoes accessories > shoes;Shop focused on selling shoes.;['fashion retail', 'shoe store', 'dance store', 'running store', 'womens store', 'mens store', 'clothing store', 'fashion accessories store', 'leather goods store', 'boutique'];[0.9000160694122314, 0.8275854587554932, 0.8013228178024292, 0.7682802677154541, 0.722049355506897, 0.72107994556427, 0.7162136435508728, 0.6943684816360474, 0.6812579035758972, 0.6747655868530273];shoe store;Shop focused on selling shoes.;retail > fashion retail > shoe store;shoe store;1;1;shop;shop > clothing shoes accessories
shoe repair;shop > clothing shoes accessories > shoe repair;Shop focused on repairing shoes.;['shoe repair service', 'fashion retail', 'running store', 'dance store', 'shoe store', 'tailor', 'skate store', 'mens store', 'boutique', 'leather goods store'];[0.774742603302002, 0.7570852637290955, 0.6891754269599915, 0.6736228466033936, 0.6711118817329407, 0.5660812854766846, 0.560157060623169, 0.5595272779464722, 0.5559433698654175, 0.550419807434082];shoe repair service;Shop focused on repairing shoes.;business professional services > shoe repair service;shoe repair service;1;1;shop;shop > clothing shoes accessories
tailor;shop > clothing shoes accessories > tailor;A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing;['tailor', 'shoe repair service', 'fashion retail', 'mens store', 'boutique', 'running store', 'dance store', 'clothing store', 'textiles store', 'shoe store'];[0.7614600658416748, 0.6781104803085327, 0.6691644191741943, 0.611892580986023, 0.6106680631637573, 0.5984597206115723, 0.5858962535858154, 0.5839312672615051, 0.5831170082092285, 0.5706336498260498];tailor;A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing;business professional services > tailor;tailor;1;1;shop;shop > clothing shoes accessories
watches;shop > clothing shoes accessories > watches;Shop focused on selling watches.;['fashion retail', 'watch store', 'dance store', 'shoe store', 'mens store', 'running store', 'jewelry store', 'clothing store', 'womens store', 'fashion accessories store'];[0.7823666334152222, 0.7788784503936768, 0.7039466500282288, 0.6765413284301758, 0.6638134717941284, 0.6625931262969971, 0.6563703417778015, 0.6542904376983643, 0.6480834484100342, 0.6165815591812134];watch store;Shop focused on selling watches.;retail > fashion retail > watch store;watch store;1;1;shop;shop > clothing shoes accessories
wool;shop > clothing shoes accessories > wool;Shop selling wool for making of clothes or other products.;['fashion retail', 'dance store', 'textiles store', 'clothing store', 'shoe store', 'mens store', 'ski store', 'womens store', 'fashion accessories store', 'knitting store'];[0.7898544669151306, 0.7222790122032166, 0.7074709534645081, 0.6980215311050415, 0.6940803527832031, 0.6624141931533813, 0.6543921828269958, 0.6514273881912231, 0.6507886648178101, 0.6499283313751221];textiles store;Shop selling wool for making of clothes or other products.;retail > knitting store;knitting store;0;0;shop;shop > clothing shoes accessories
charity;shop > discount store charity > charity;A charity shop is a shop operated by a charity, for the purposes of fundraising.;['charity', 'toy store', 'outlet mall', 'baby store', 'gift store', 'nonprofit organization', 'fireworks store', 'childrens clothing store', 'vintage thrift store', 'supermarket'];[0.5107852816581726, 0.4649205803871155, 0.460586279630661, 0.45669835805892944, 0.4538341462612152, 0.4426365792751312, 0.44201087951660156, 0.4372864365577698, 0.43265217542648315, 0.43161264061927795];charity;A charity shop is a shop operated by a charity, for the purposes of fundraising.;community government > organization > charity;charity;1;1;shop;shop > discount store charity
second hand;shop > discount store charity > second hand;A shop buying and selling used clothes and other things. See also shop=pawnbroker;['vintage thrift store', 'clothing store', 'fashion accessories store', 'mens store', 'flea market', 'department store', 'textiles store', 'childrens clothing store', 'gift store', 'baby store'];[0.7308753728866577, 0.6268589496612549, 0.6211143136024475, 0.6111159324645996, 0.6107358932495117, 0.600619912147522, 0.5989229083061218, 0.5915951728820801, 0.5859946608543396, 0.5833522081375122];vintage thrift store;A shop buying and selling used clothes and other things. See also shop=pawnbroker;retail > vintage thrift store;vintage thrift store;1;1;shop;shop > discount store charity
variety store;shop > discount store charity > variety store;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.;['discount store', 'miscellaneous store', 'department store', 'outlet store', 'convenience store', 'outlet mall', 'clothing store', 'gift store', 'boutique', 'supermarket'];[0.664860725402832, 0.6603138446807861, 0.6411521434783936, 0.6140431761741638, 0.6102029085159302, 0.5871133208274841, 0.5802752375602722, 0.5770226716995239, 0.5609855651855469, 0.552290141582489];discount store;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.;retail > discount store;discount store;1;1;shop;shop > discount store charity
beauty;shop > health beauty > beauty;A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.;['barbershop', 'hair salon', 'nail salon', 'cosmetics store', 'hair removal service', 'spa', 'tanning salon', 'bath house', 'body piercing shop', 'skin care clinic'];[0.6642982363700867, 0.663659930229187, 0.6322689652442932, 0.5962411165237427, 0.5616130828857422, 0.5443882346153259, 0.5439646244049072, 0.5202893018722534, 0.49876052141189575, 0.49102330207824707];spa;A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.;business professional services > health beauty service;health beauty service;0;1;shop;shop > health beauty
chemist;shop > health beauty > chemist;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy);['cosmetics store', 'drugstore', 'pharmacy', 'perfume store', 'dry cleaner', 'skin care clinic', 'womens store', 'medical supply store', 'supplement store', 'grocery store'];[0.673427402973175, 0.6531654596328735, 0.5800995826721191, 0.5643282532691956, 0.55741286277771, 0.5403363108634949, 0.5385942459106445, 0.5342676639556885, 0.5327333211898804, 0.5293142795562744];pharmacy;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy);retail > drugstore;drugstore;0;0;shop;shop > health beauty
cosmetics;shop > health beauty > cosmetics;Shop focused on selling cosmetics;['cosmetics store', 'skin care clinic', 'clothing store', 'perfume store', 'womens store', 'boutique', 'batik store', 'mens store', 'health beauty service', 'tanning salon'];[0.782191276550293, 0.6396600008010864, 0.6139183640480042, 0.6110672950744629, 0.5965566039085388, 0.5851386785507202, 0.5481287240982056, 0.542570948600769, 0.5381056070327759, 0.5371991395950317];cosmetics store;Shop focused on selling cosmetics;retail > cosmetics store;cosmetics store;1;1;shop;shop > health beauty
erotic;shop > health beauty > erotic;Shop focused on selling erotic toys, -clothes or other erotic stuff.;['lingerie store', 'womens store', 'boutique', 'erotic museum', 'adult store', 'mens store', 'strip club', 'clothing store', 'fashion retail', 'perfume store'];[0.6561275720596313, 0.620477557182312, 0.6081976294517517, 0.59496009349823, 0.5892683267593384, 0.5891752243041992, 0.5682938098907471, 0.5613119602203369, 0.5423539876937866, 0.5422184467315674];adult store;Shop focused on selling erotic toys, -clothes or other erotic stuff.;retail > adult store;adult store;1;1;shop;shop > health beauty
hairdresser;shop > health beauty > hairdresser;Here you can get your hair cut, coloured, … See also shop=beauty;['hair salon', 'barbershop', 'cosmetics store', 'hair removal service', 'nail salon', 'health beauty service', 'clothing store', 'tanning salon', 'body piercing shop', 'skin care clinic'];[0.7251690626144409, 0.6300899982452393, 0.5957168340682983, 0.5469696521759033, 0.490580677986145, 0.4851047694683075, 0.4822064936161041, 0.4801715612411499, 0.475874125957489, 0.45869624614715576];hair salon;Here you can get your hair cut, coloured, �?� See also shop=beauty;business professional services > health beauty service > hair salon;hair salon;1;1;shop;shop > health beauty
hairdresser supply;shop > health beauty > hairdresser supply;A shop, where you can buy hairdressing supplies.;['cosmetics store', 'medical supply store', 'fashion accessories store', 'clothing store', 'hair salon', 'fashion retail', 'arts crafts store', 'barbershop', 'bridal store', 'mens store'];[0.6911134123802185, 0.6297778487205505, 0.6159971952438354, 0.6044807434082031, 0.5940032601356506, 0.5929374098777771, 0.5891274809837341, 0.5870758891105652, 0.5821187496185303, 0.5778946876525879];cosmetics store;A shop, where you can buy hairdressing supplies.;retail;retail;0;1;shop;shop > health beauty
hearing aids;shop > health beauty > hearing aids;Shop focused on selling hearing aids devices;['music store', 'medical supply store', 'body piercing shop', 'sunglasses store', 'fashion accessories store', 'womens store', 'eyecare store', 'stationery store', 'mens store', 'jewelry store'];[0.5545589923858643, 0.5536142587661743, 0.5416957139968872, 0.5104143023490906, 0.5098140835762024, 0.5066400170326233, 0.5063650608062744, 0.5043761134147644, 0.5028657913208008, 0.5020402073860168];medical supply store;Shop focused on selling hearing aids devices;retail > medical supply store;medical supply store;1;1;shop;shop > health beauty
herbalist;shop > health beauty > herbalist;Shop focused on selling herbs, often for medical purposes. (See also: healthcare:speciality=herbalism and healthcare=alternative).;['health beauty service', 'drugstore', 'herbs spices store', 'cosmetics store', 'medical supply store', 'body piercing shop', 'spa', 'tanning salon', 'skin care clinic', 'barbershop'];[0.5757572650909424, 0.5714976787567139, 0.5710902214050293, 0.5634080767631531, 0.5610100030899048, 0.5265949368476868, 0.5231360197067261, 0.5180692076683044, 0.5062258839607239, 0.504241943359375];herbs spices store;Shop focused on selling herbs, often for medical purposes. (See also: healthcare:speciality=herbalism and healthcare=alternative).;health medicine > alternative medicine clinic;alternative medicine clinic;0;0;shop;shop > health beauty
massage;shop > health beauty > massage;A massage shop;['massage clinic', 'spa', 'skin care clinic', 'tanning salon', 'bath house', 'cosmetics store', 'health beauty service', 'nail salon', 'barbershop', 'body piercing shop'];[0.7910034656524658, 0.7496275305747986, 0.6473616361618042, 0.634502649307251, 0.6244600415229797, 0.6088913083076477, 0.5692125558853149, 0.568709135055542, 0.5629452466964722, 0.5469659566879272];massage clinic;A massage shop;business professional services > health beauty service > massage clinic;massage clinic;1;1;shop;shop > health beauty
medical supply;shop > health beauty > medical supply;Shop focused on selling medical supplies.;['medical supply store', 'drugstore', 'cosmetics store', 'arts crafts store', 'bridal store', 'perfume store', 'clothing store', 'office supply store', 'department store', 'fashion retail'];[0.8251305818557739, 0.6656015515327454, 0.6219781637191772, 0.597835123538971, 0.5758209824562073, 0.57289057970047, 0.5727157592773438, 0.5726616382598877, 0.5707532167434692, 0.5704094767570496];medical supply store;Shop focused on selling medical supplies.;retail > medical supply store;medical supply store;1;1;shop;shop > health beauty
nutrition supplements;shop > health beauty > nutrition supplements;Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs);['supplement store', 'cosmetics store', 'drugstore', 'health beauty service', 'spa', 'herbs spices store', 'skin care clinic', 'tanning salon', 'health food store', 'bath house'];[0.6966373920440674, 0.5516287088394165, 0.5154424905776978, 0.4856206178665161, 0.46659523248672485, 0.44164544343948364, 0.4250237047672272, 0.4186702072620392, 0.39940333366394043, 0.394472599029541];supplement store;Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs);retail > supplement store;supplement store;1;1;shop;shop > health beauty
optician;shop > health beauty > optician;Shop focused on selling eyeglasses, contact lenses (may also check your eyes).;['eyecare store', 'sunglasses store', 'optometrist', 'camera store', 'ophthalmologist', 'fashion retail', 'jewelry store', 'cosmetics store', 'watch store', 'dive store'];[0.8147746324539185, 0.6611734628677368, 0.6157413721084595, 0.5469471216201782, 0.4357084631919861, 0.4231713116168976, 0.4137718975543976, 0.41333168745040894, 0.41255050897598267, 0.4121878743171692];eyecare store;Shop focused on selling eyeglasses, contact lenses (may also check your eyes).;retail > eyecare store;eyecare store;1;1;shop;shop > health beauty
perfumery;shop > health beauty > perfumery;Shop focused on selling perfumery;['perfume store', 'cosmetics store', 'flower store', 'clothing store', 'boutique', 'womens store', 'department store', 'mens store', 'market', 'fashion accessories store'];[0.8460200428962708, 0.7057934999465942, 0.6312346458435059, 0.6108636856079102, 0.5940150022506714, 0.5868794322013855, 0.555171012878418, 0.5548813343048096, 0.5528159737586975, 0.552028477191925];perfume store;Shop focused on selling perfumery;retail > perfume store;perfume store;1;1;shop;shop > health beauty
tattoo;shop > health beauty > tattoo;A tattoo parlour.;['tattoo parlor', 'body piercing shop', 'skin care clinic', 'cosmetics store', 'tanning salon', 'health beauty service', 'textiles store', 'spa', 'boutique', 'massage clinic'];[0.7820368409156799, 0.5577858686447144, 0.4809719920158386, 0.4670417904853821, 0.4657944440841675, 0.45773690938949585, 0.44646793603897095, 0.4453250765800476, 0.41989433765411377, 0.4108956456184387];tattoo parlor;A tattoo parlour.;business professional services > health beauty service > tattoo parlor;tattoo parlor;1;1;shop;shop > health beauty
agrarian;shop > doityourself household building materials gardening > agrarian;Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc.;['garden center', 'farmers market', 'housewares store', 'hobby store', 'farm', 'arts crafts store', 'hardware store', 'kitchen supply store', 'construction supplies store', 'herbs spices store'];[0.6135092973709106, 0.561371922492981, 0.5507742762565613, 0.5359972715377808, 0.49452102184295654, 0.48986655473709106, 0.4827328324317932, 0.4814165532588959, 0.4798842668533325, 0.4758042097091675];garden center;Shop focused on selling agrarian products, like seeds, agricultural machinery, animal feed, etc.;retail > garden center;garden center;1;1;shop;shop > doityourself household building materials gardening
appliance;shop > doityourself household building materials gardening > appliance;Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.;['housewares store', 'garden center', 'home appliance store', 'kitchen supply store', 'hardware store', 'hobby store', 'department store', 'construction supplies store', 'mobile phone store', 'textiles store'];[0.6737679243087769, 0.6598954200744629, 0.6460118293762207, 0.6429648399353027, 0.6306524872779846, 0.6264349222183228, 0.6213279366493225, 0.5926100015640259, 0.5720571279525757, 0.5704232454299927];home appliance store;Shop focused on selling large electrical items (aka white goods) washing machines, fridges, cookers, ovens, fans, etc.;retail > furniture home store > home appliance store;home appliance store;1;1;shop;shop > doityourself household building materials gardening
bathroom furnishing;shop > doityourself household building materials gardening > bathroom furnishing;Shop focused on selling bathroom furniture and accessories;['furniture home store', 'kitchen supply store', 'housewares store', 'carpet store', 'textiles store', 'hobby store', 'lighting store', 'arts crafts store', 'garden center', 'construction supplies store'];[0.6680588722229004, 0.6457377672195435, 0.6090232133865356, 0.5900671482086182, 0.5817173719406128, 0.5767161846160889, 0.575798511505127, 0.5674532651901245, 0.5667439103126526, 0.5563019514083862];furniture home store;Shop focused on selling bathroom furniture and accessories;retail > furniture home store;furniture home store;1;1;shop;shop > doityourself household building materials gardening
country store;shop > doityourself household building materials gardening > country store;Shop focused on selling rural supplies – a range of goods specifically aimed at country dwellers;['garden center', 'housewares store', 'packaging supply store', 'hobby store', 'department store', 'kitchen supply store', 'construction supplies store', 'farmers market', 'arts crafts store', 'knitting store'];[0.6172008514404297, 0.6009705066680908, 0.5852172374725342, 0.5844858884811401, 0.5704566836357117, 0.5697505474090576, 0.5574365258216858, 0.5571860074996948, 0.552153468132019, 0.55171799659729];farmers market;Shop focused on selling rural supplies �?? a range of goods specifically aimed at country dwellers;retail;retail;0;1;shop;shop > doityourself household building materials gardening
doityourself;shop > doityourself household building materials gardening > doityourself;Shop focused on selling tools and supplies to do-it-yourself householders, gardening, …;['garden center', 'hardware store', 'construction supplies store', 'hobby store', 'housewares store', 'kitchen supply store', 'knitting store', 'arts crafts store', 'textiles store', 'furniture home store'];[0.6545113325119019, 0.6346120238304138, 0.6151931285858154, 0.5900065898895264, 0.5894494652748108, 0.5740400552749634, 0.5480772256851196, 0.5375841856002808, 0.5122431516647339, 0.5062036514282227];hardware store;Shop focused on selling tools and supplies to do-it-yourself householders, gardening, �?�;retail > construction supplies store;construction supplies store;0;0;shop;shop > doityourself household building materials gardening
electrical;shop > doityourself household building materials gardening > electrical;Shop focused on selling electrical supplies and devices;['garden center', 'home appliance store', 'hardware store', 'construction supplies store', 'kitchen supply store', 'electronics store', 'department store', 'housewares store', 'hobby store', 'mobile phone store'];[0.6889781951904297, 0.6740908622741699, 0.6478426456451416, 0.6387537717819214, 0.6026738882064819, 0.6002253293991089, 0.5900217294692993, 0.5876586437225342, 0.5870383977890015, 0.5853736996650696];electronics store;Shop focused on selling electrical supplies and devices;business professional services > electrical equipment supplier;electrical equipment supplier;0;0;shop;shop > doityourself household building materials gardening
