OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
railway;route > railway;A sequence of railway ways, often named (e.g., Channel Tunnel). See Railways.;['train', 'tunnel', 'bus line', 'metro station', 'light rail station'];[0.4722610116004944, 0.4211201071739197, 0.3785593509674072, 0.36531877517700195, 0.3548242151737213];train;A sequence of railway ways, often named (e.g., Channel Tunnel). See Railways.;travel transportation > train;train;1;1;route;route > railway
road;route > road;Can be used to map various road routes/long roads.;['intersection', 'bus line', 'bike trail', 'transport hub', 'street'];[0.5093995928764343, 0.49720901250839233, 0.4704362452030182, 0.4521886110305786, 0.4434037208557129];street;Can be used to map various road routes/long roads.;travel transportation > road;road;0;0;route;route > road
running;route > running;For running (jogging) routes.;['track', 'college track', 'running club', 'running track', 'bike trail'];[0.5369012355804443, 0.5192408561706543, 0.4996030032634735, 0.4964059591293335, 0.47198155522346497];running track;For running (jogging) routes.;sports recreation > running track;running track;1;1;route;route > running
ski;route > ski;For ski tracks (e.g., XC-Ski Trails User:Langläufer/Loipemap).;['ski trail', 'ski resort area', 'ski chairlift', 'bike trail', 'ski store'];[0.648627758026123, 0.5052527189254761, 0.49847739934921265, 0.4622006416320801, 0.43692150712013245];ski trail;For ski tracks (e.g., XC-Ski Trails User:Langläufer/Loipemap).;sports recreation > snow sports > ski resort area > ski trail;ski trail;1;1;route;route > ski
subway;route > subway;Route of a metro service;['metro station', 'bus line', 'public transportation', 'light rail station', 'tram station'];[0.5909709930419922, 0.5560364127159119, 0.5180596709251404, 0.43580180406570435, 0.41578781604766846];public transportation;Route of a metro service;travel transportation;travel transportation;0;1;route;route > subway
train;route > train;Train services (e.g., London-Paris Eurostar) See Railways.;['train', 'public transportation', 'bus line', 'light rail station', 'metro station'];[0.5451730489730835, 0.4956006407737732, 0.49109947681427, 0.4174414873123169, 0.41643309593200684];train;Train services (e.g., London-Paris Eurostar) See Railways.;travel transportation > train;train;1;1;route;route > train
tracks;route > tracks;Railroad track as rail infrastructure.;['train', 'running track', 'ski trail', 'public transportation', 'track'];[0.575079083442688, 0.4993516504764557, 0.4805361032485962, 0.4785189628601074, 0.4738122820854187];train;Railroad track as rail infrastructure.;travel transportation;travel transportation;0;1;route;route > tracks
tram;route > tram;See Trams for more information on tagging tram services.;['tram station', 'airport tram station', 'public transportation', 'bus line', 'tourist information service'];[0.5370689630508423, 0.4870262145996094, 0.4076288938522339, 0.3825828433036804, 0.3764345049858093];tram station;See Trams for more information on tagging tram services.;travel transportation;travel transportation;0;1;route;route > tram
trolleybus;route > trolleybus;The route of a trolleybus service.;['bus line', 'public transportation', 'charter bus', 'transportation service', 'train'];[0.6712003946304321, 0.5687032341957092, 0.5584346055984497, 0.5477675795555115, 0.5368002653121948];public transportation;The route of a trolleybus service.;travel transportation > transportation service > public transportation > bus line;bus line;0;0;route;route > trolleybus
alcohol;shop > food beverages > alcohol;Shop selling alcohol to take away;['liquor store', 'beer store', 'wine store', 'grocery store', 'cidery'];[0.7859214544296265, 0.7124172449111938, 0.7113864421844482, 0.6401360034942627, 0.5831657648086548];liquor store;Shop selling alcohol to take away;retail > food beverage retail > liquor store;liquor store;1;1;shop;shop > food beverages
bakery;shop > food beverages > bakery;Shop focused on selling bread;['bakery', 'grocery store', 'pastry shop', 'supermarket', 'beer store'];[0.8108745217323303, 0.6429942846298218, 0.6322885751724243, 0.6305316686630249, 0.6061235666275024];bakery;Shop focused on selling bread;dining drinking > bakery;bakery;1;1;shop;shop > food beverages
beverages;shop > food beverages > beverages;Shop focused on selling alcoholic and non-alcoholic beverages. See also shop=alcohol.;['liquor store', 'wine store', 'beer store', 'grocery store', 'gourmet store'];[0.8088918328285217, 0.768474280834198, 0.766978919506073, 0.6671376824378967, 0.6449239253997803];liquor store;Shop focused on selling alcoholic and non-alcoholic beverages. See also shop=alcohol.;retail > food beverage retail;food beverage retail;0;1;shop;shop > food beverages
brewing supplies;shop > food beverages > brewing supplies;Shop focused on selling supplies for home brewing of beer, wine and spirits (where permitted).;['wine store', 'liquor store', 'beer store', 'winery', 'grocery store'];[0.7754098176956177, 0.7546968460083008, 0.7440904974937439, 0.6566850543022156, 0.6214228868484497];beer store;Shop focused on selling supplies for home brewing of beer, wine and spirits (where permitted).;retail;retail;0;1;shop;shop > food beverages
butcher;shop > food beverages > butcher;Shop focused on selling meat;['butcher', 'meat seafood store', 'sausage store', 'grocery store', 'gourmet store'];[0.8512489199638367, 0.6763238310813904, 0.6583733558654785, 0.648585319519043, 0.6089695692062378];butcher;Shop focused on selling meat;retail > food beverage retail > butcher;butcher;1;1;shop;shop > food beverages
cheese;shop > food beverages > cheese;Shop focused on selling cheese.;['cheese store', 'dairy store', 'wine store', 'grocery store', 'liquor store'];[0.8569076657295227, 0.8138102293014526, 0.659288227558136, 0.6347779035568237, 0.6133561730384827];cheese store;Shop focused on selling cheese.;retail > food beverage retail > cheese store;cheese store;1;1;shop;shop > food beverages
chocolate;shop > food beverages > chocolate;Shop focused on selling chocolate.;['chocolate store', 'candy store', 'dessert shop', 'grocery store', 'beer store'];[0.8101843595504761, 0.6751878261566162, 0.6301661729812622, 0.6293967962265015, 0.6187390089035034];chocolate store;Shop focused on selling chocolate.;retail > food beverage retail > chocolate store;chocolate store;1;1;shop;shop > food beverages
coffee;shop > food beverages > coffee;Shop focused on selling coffee.;['grocery store', 'beer store', 'supermarket', 'liquor store', 'coffee roaster'];[0.7128816246986389, 0.6953702569007874, 0.6681124567985535, 0.6598265767097473, 0.6546907424926758];coffee roaster;Shop focused on selling coffee.;dining drinking > cafe coffee tea house > coffee shop;coffee shop;0;0;shop;shop > food beverages
confectionery;shop > food beverages > confectionery;Shop focused on selling sweets or candy;['candy store', 'chocolate store', 'dessert shop', 'indian sweet shop', 'grocery store'];[0.8958337306976318, 0.7535899877548218, 0.7070807218551636, 0.645310640335083, 0.6400540471076965];candy store;Shop focused on selling sweets or candy;retail > food beverage retail > candy store;candy store;1;1;shop;shop > food beverages
convenience;shop > food beverages > convenience;A small local shop carrying a small subset of the items you would find in a supermarket;['supermarket', 'grocery store', 'food beverage retail', 'farmers market', 'convenience store'];[0.7161515951156616, 0.6891027688980103, 0.67162024974823, 0.6571764349937439, 0.6493315696716309];convenience store;A small local shop carrying a small subset of the items you would find in a supermarket;retail > convenience store;convenience store;1;1;shop;shop > food beverages
dairy;shop > food beverages > dairy;Shop focused on selling dairy products.;['dairy store', 'cheese store', 'grocery store', 'farmers market', 'supermarket'];[0.8636457324028015, 0.7340600490570068, 0.713246762752533, 0.6918464303016663, 0.6672840118408203];dairy store;Shop focused on selling dairy products.;retail > food beverage retail > dairy store;dairy store;1;1;shop;shop > food beverages
deli;shop > food beverages > deli;Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis.;['gourmet store', 'wine store', 'donut shop', 'food court', 'deli'];[0.6014968156814575, 0.5902013182640076, 0.536014199256897, 0.5307929515838623, 0.5267795920372009];deli;Shop focused on selling delicatessen (fine foods, gourmet foods), possibly also fine wine. Not to be confused with the US delis.;dining drinking > restaurant > deli;deli;1;1;shop;shop > food beverages
farm;shop > food beverages > farm;Shop or roadside stand focused on selling freshly harvested farm produce;['farmers market', 'grocery store', 'food stand', 'supermarket', 'fruit vegetable store'];[0.8135125637054443, 0.6864737272262573, 0.6652966737747192, 0.6625865697860718, 0.6588976383209229];farmers market;Shop or roadside stand focused on selling freshly harvested farm produce;retail > food beverage retail > farmers market;farmers market;1;1;shop;shop > food beverages
food;shop > food beverages > food;"Shop focused on selling food, more specific value should be used if possible.
shop=food + food=prepared_meals was also proposed/used for type of shop selling prepared meals, not ready for eating immediately (and requiring for example heating/boiling or other simple preparation).";['grocery store', 'gourmet store', 'food stand', 'supermarket', 'farmers market'];[0.6509217023849487, 0.6355127096176147, 0.6016538143157959, 0.6015527248382568, 0.5959123373031616];grocery store;"Shop focused on selling food, more specific value should be used if possible.
shop=food + food=prepared_meals was also proposed/used for type of shop selling prepared meals, not ready for eating immediately (and requiring for example heating/boiling or other simple preparation).";retail > food beverage retail;food beverage retail;0;1;shop;shop > food beverages
frozen food;shop > food beverages > frozen food;Shop focused on selling frozen food.;['frozen yogurt shop', 'food beverage retail', 'ice cream parlor', 'grocery store', 'gourmet store'];[0.7139915227890015, 0.6695328950881958, 0.6643115282058716, 0.662213921546936, 0.6453003883361816];food beverage retail;Shop focused on selling frozen food.;retail > food beverage retail;food beverage retail;1;1;shop;shop > food beverages
greengrocer;shop > food beverages > greengrocer;Shop focused on selling vegetables and fruits.;['fruit vegetable store', 'farmers market', 'grocery store', 'supermarket', 'juice bar'];[0.813378095626831, 0.6908701062202454, 0.6353612542152405, 0.6294530034065247, 0.6019421815872192];fruit vegetable store;Shop focused on selling vegetables and fruits.;retail > food beverage retail > fruit vegetable store;fruit vegetable store;1;1;shop;shop > food beverages
health food;shop > food beverages > health food;"A health food shop; selling wholefoods, vitamins, nutrition supplements and meat and dairy alternatives.";['supplement store', 'dairy store', 'health food store', 'drugstore', 'farmers market'];[0.705478310585022, 0.6099768877029419, 0.6016699075698853, 0.5996692776679993, 0.5970369577407837];health food store;"A health food shop; selling wholefoods, vitamins, nutrition supplements and meat and dairy alternatives.";retail > food beverage retail > health food store;health food store;1;1;shop;shop > food beverages
ice cream;shop > food beverages > ice cream;Shop selling ice cream. See also amenity=ice_cream.;['ice cream parlor', 'gelato shop', 'frozen yogurt shop', 'gourmet store', 'dairy store'];[0.7167629599571228, 0.650965690612793, 0.6496196985244751, 0.5990450382232666, 0.5911792516708374];ice cream parlor;Shop selling ice cream. See also amenity=ice_cream.;dining drinking > dessert shop > ice cream parlor;ice cream parlor;1;1;shop;shop > food beverages
nuts;shop > food beverages > nuts;Shop selling dried nuts/fruits, edible seeds, etc. Not to be confused with shop=spices.;['kuruyemisci shop', 'fruit vegetable store', 'grocery store', 'food beverage retail', 'candy store'];[0.7069418430328369, 0.6638122797012329, 0.6308139562606812, 0.6238853931427002, 0.6219675540924072];kuruyemisci shop;Shop selling dried nuts/fruits, edible seeds, etc. Not to be confused with shop=spices.;retail > food beverage retail > kuruyemisci shop;kuruyemisci shop;1;1;shop;shop > food beverages
pasta;shop > food beverages > pasta;Shop focused on selling (fresh) pasta, ravioli, etc.;['farmers market', 'gourmet store', 'cheese store', 'indian sweet shop', 'grocery store'];[0.6053991913795471, 0.5661113858222961, 0.5620232820510864, 0.560982346534729, 0.5560559630393982];gourmet store;Shop focused on selling (fresh) pasta, ravioli, etc.;retail > food beverage retail > gourmet store;gourmet store;1;1;shop;shop > food beverages
pastry;shop > food beverages > pastry;Shop focused on selling baked sweets like cakes, biscuits, strudel and pies.;['pastry shop', 'bakery', 'dessert shop', 'pie shop', 'candy store'];[0.726414680480957, 0.6767129302024841, 0.6707861423492432, 0.6508663296699524, 0.609378457069397];pastry shop;Shop focused on selling baked sweets like cakes, biscuits, strudel and pies.;dining drinking > dessert shop > pastry shop;pastry shop;1;1;shop;shop > food beverages
seafood;shop > food beverages > seafood;Shop focused on selling fish/seafood.;['fish market', 'meat seafood store', 'seafood restaurant', 'grocery store', 'fishing store'];[0.8036836385726929, 0.6774375438690186, 0.6402429938316345, 0.6306289434432983, 0.630355179309845];fish market;Shop focused on selling fish/seafood.;retail > food beverage retail > fish market;fish market;1;1;shop;shop > food beverages
spices;shop > food beverages > spices;Shop focused on selling spices.;['herbs spices store', 'grocery store', 'food beverage retail', 'gourmet store', 'farmers market'];[0.8441755771636963, 0.6235584020614624, 0.6080375909805298, 0.6066877841949463, 0.5951879024505615];herbs spices store;Shop focused on selling spices.;retail > food beverage retail > herbs spices store;herbs spices store;1;1;shop;shop > food beverages
tea;shop > food beverages > tea;Shop focused on selling tea.;['farmers market', 'wine store', 'grocery store', 'liquor store', 'beer store'];[0.613929271697998, 0.5990550518035889, 0.5947518348693848, 0.5869399905204773, 0.5867658853530884];grocery store;Shop focused on selling tea.;dining drinking > cafe coffee tea house > tea room;tea room;0;0;shop;shop > food beverages
tortilla;shop > food beverages > tortilla;Shop focused on selling tortillas.;['food beverage retail', 'gourmet store', 'grocery store', 'farmers market', 'burrito restaurant'];[0.5797045230865479, 0.5792922973632812, 0.5715876817703247, 0.5614501237869263, 0.5569542646408081];food beverage retail;Shop focused on selling tortillas.;retail > food beverage retail;food beverage retail;1;1;shop;shop > food beverages
water;shop > food beverages > water;Shop focused on selling drinking water.;['beer store', 'grocery store', 'liquor store', 'wine store', 'supermarket'];[0.7180153727531433, 0.7114317417144775, 0.705174446105957, 0.6694888472557068, 0.6615334749221802];grocery store;Shop focused on selling drinking water.;retail > food beverage retail;food beverage retail;0;1;shop;shop > food beverages
wine;shop > food beverages > wine;Shop selling wine.;['wine store', 'winery', 'liquor store', 'beer store', 'vineyard'];[0.8753108382225037, 0.7536900043487549, 0.721122145652771, 0.6711685657501221, 0.6253436803817749];wine store;Shop selling wine.;retail > food beverage retail > wine store;wine store;1;1;shop;shop > food beverages
department store;shop > general store department store mall > department store;A single large store – often multiple storeys high – selling a large variety of goods (see also shop=mall);['department store', 'shopping mall', 'big box store', 'warehouse wholesale store', 'miscellaneous store'];[0.760701596736908, 0.7248057126998901, 0.7048280239105225, 0.6769875288009644, 0.6654424071311951];department store;A single large store �?? often multiple storeys high �?? selling a large variety of goods (see also shop=mall);retail > department store;department store;1;1;shop;shop > general store department store mall
general;shop > general store department store mall > general;A store that carries a general line of merchandise. (see also shop=convenience if it sells food).;['department store', 'grocery store', 'supermarket', 'gourmet store', 'food beverage retail'];[0.6634229421615601, 0.6402572393417358, 0.6373031139373779, 0.6356306076049805, 0.6239211559295654];department store;A store that carries a general line of merchandise. (see also shop=convenience if it sells food).;retail > department store;department store;1;1;shop;shop > general store department store mall
kiosk;shop > general store department store mall > kiosk;A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.;['convenience store', 'newsstand', 'tobacco store', 'candy store', 'department store'];[0.6145389676094055, 0.5988836288452148, 0.5753657817840576, 0.5733179450035095, 0.5710099935531616];newsstand;A small shop on the pavement that sells magazines, tobacco, newspapers, sweets and stamps.;retail > newsstand;newsstand;1;1;shop;shop > general store department store mall
mall;shop > general store department store mall > mall;A shopping mall – multiple stores under one roof (also known as a shopping centre);['shopping mall', 'shopping plaza', 'outlet mall', 'department store', 'big box store'];[0.7026098966598511, 0.6403278112411499, 0.6222862005233765, 0.5116211175918579, 0.5073084831237793];shopping mall;A shopping mall �?? multiple stores under one roof (also known as a shopping centre);retail > shopping mall;shopping mall;1;1;shop;shop > general store department store mall
supermarket;shop > general store department store mall > supermarket;Supermarket – a large store with groceries and other items;['supermarket', 'shopping mall', 'department store', 'grocery store', 'big box store'];[0.7885607481002808, 0.6949712038040161, 0.6775374412536621, 0.647369384765625, 0.6284191608428955];supermarket;Supermarket �?? a large store with groceries and other items;retail > food beverage retail > supermarket;supermarket;1;1;shop;shop > general store department store mall
wholesale;shop > general store department store mall > wholesale;Wholesale/warehouse club or cash and carry – a store that sells items in bulk to retailers. The branch of industry can be defined with wholesale=*.;['warehouse wholesale store', 'wholesaler', 'department store', 'miscellaneous store', 'big box store'];[0.7545304298400879, 0.6779493093490601, 0.6352388858795166, 0.6058998107910156, 0.5997512936592102];warehouse wholesale store;Wholesale/warehouse club or cash and carry �?? a store that sells items in bulk to retailers. The branch of industry can be defined with wholesale=*.;retail > warehouse wholesale store;warehouse wholesale store;1;1;shop;shop > general store department store mall
baby goods;shop > clothing shoes accessories > baby goods;Shop focused on selling objects for babies (clothes, prams, cots, toys).;['baby store', 'toy store', 'fashion retail', 'childrens clothing store', 'fashion accessories store'];[0.7615958452224731, 0.6958257555961609, 0.6874856948852539, 0.6754971146583557, 0.6568905711174011];baby store;Shop focused on selling objects for babies (clothes, prams, cots, toys).;retail > baby store;baby store;1;1;shop;shop > clothing shoes accessories
bag;shop > clothing shoes accessories > bag;Shop focused on selling bags.;['leather goods store', 'luggage store', 'fashion retail', 'fashion accessories store', 'shoe store'];[0.7942913174629211, 0.7881022095680237, 0.7836952209472656, 0.7623482942581177, 0.6905069351196289];fashion accessories store;Shop focused on selling bags.;retail > luggage store;luggage store;0;0;shop;shop > clothing shoes accessories
boutique;shop > clothing shoes accessories > boutique;A small shopping outlet, especially one that specializes in elite and fashionable items;['boutique', 'fashion retail', 'running store', 'dance store', 'shoe store'];[0.8253388404846191, 0.7970004081726074, 0.7084676027297974, 0.6869421601295471, 0.6753826141357422];boutique;A small shopping outlet, especially one that specializes in elite and fashionable items;retail > boutique;boutique;1;1;shop;shop > clothing shoes accessories
clothes;shop > clothing shoes accessories > clothes;Shop focused on selling clothes and/or underwear (other related value in use is fashion);['fashion retail', 'boutique', 'womens store', 'dance store', 'clothing store'];[0.7922425866127014, 0.7012884616851807, 0.6962103247642517, 0.6954668760299683, 0.6840254664421082];clothing store;Shop focused on selling clothes and/or underwear (other related value in use is fashion);retail > fashion retail > clothing store;clothing store;1;1;shop;shop > clothing shoes accessories
fabric;shop > clothing shoes accessories > fabric;Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making.;['fashion retail', 'textiles store', 'dance store', 'clothing store', 'running store'];[0.797897219657898, 0.7617204785346985, 0.7096439599990845, 0.6832330226898193, 0.6777583956718445];textiles store;Shop focused on selling fabric and other materials for the purpose of making clothes and other products, eg dress making.;retail > textiles store;textiles store;1;1;shop;shop > clothing shoes accessories
fashion accessories;shop > clothing shoes accessories > fashion accessories;Shop focused on selling fashion accessories.;['fashion retail', 'dance store', 'womens store', 'boutique', 'shoe store'];[0.9146572947502136, 0.7887171506881714, 0.7761493921279907, 0.7663729190826416, 0.7507234215736389];fashion retail;Shop focused on selling fashion accessories.;retail > fashion retail > fashion accessories store;fashion accessories store;0;0;shop;shop > clothing shoes accessories
jewelry;shop > clothing shoes accessories > jewelry;Jewellers shops.;['fashion retail', 'dance store', 'running store', 'shoe store', 'fashion accessories store'];[0.8293092250823975, 0.7770516872406006, 0.7441533207893372, 0.7375630140304565, 0.6897337436676025];fashion accessories store;Jewellers shops.;retail > fashion retail > jewelry store;jewelry store;0;0;shop;shop > clothing shoes accessories
leather;shop > clothing shoes accessories > leather;Shop focused on selling products made out of leather.;['leather goods store', 'fashion retail', 'leather supplier', 'shoe store', 'running store'];[0.8137955665588379, 0.7452441453933716, 0.6867257356643677, 0.6636320948600769, 0.6550095081329346];leather goods store;Shop focused on selling products made out of leather.;retail > leather goods store;leather goods store;1;1;shop;shop > clothing shoes accessories
sewing;shop > clothing shoes accessories > sewing;A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.);['knitting store', 'textiles store', 'fashion retail', 'dance store', 'running store'];[0.7806949615478516, 0.7340547442436218, 0.6877506375312805, 0.6490692496299744, 0.6176503300666809];textiles store;A shop that sells sewing supplies (fabric, thread, yarn, knitting needles, sewing machines, etc.);retail > knitting store;knitting store;0;0;shop;shop > clothing shoes accessories
shoes;shop > clothing shoes accessories > shoes;Shop focused on selling shoes.;['fashion retail', 'shoe store', 'dance store', 'running store', 'womens store'];[0.9000160694122314, 0.8275854587554932, 0.8013228178024292, 0.7682802677154541, 0.722049355506897];shoe store;Shop focused on selling shoes.;retail > fashion retail > shoe store;shoe store;1;1;shop;shop > clothing shoes accessories
shoe repair;shop > clothing shoes accessories > shoe repair;Shop focused on repairing shoes.;['shoe repair service', 'fashion retail', 'running store', 'dance store', 'shoe store'];[0.774742603302002, 0.7570852637290955, 0.6891754269599915, 0.6736228466033936, 0.6711118817329407];shoe repair service;Shop focused on repairing shoes.;business professional services > shoe repair service;shoe repair service;1;1;shop;shop > clothing shoes accessories
tailor;shop > clothing shoes accessories > tailor;A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing;['tailor', 'shoe repair service', 'fashion retail', 'mens store', 'boutique'];[0.7614600658416748, 0.6781104803085327, 0.6691644191741943, 0.611892580986023, 0.6106680631637573];tailor;A place where clothing is made, repaired, or altered professionally, especially suits and men's clothing;business professional services > tailor;tailor;1;1;shop;shop > clothing shoes accessories
watches;shop > clothing shoes accessories > watches;Shop focused on selling watches.;['fashion retail', 'watch store', 'dance store', 'shoe store', 'mens store'];[0.7823666334152222, 0.7788784503936768, 0.7039466500282288, 0.6765413284301758, 0.6638134717941284];watch store;Shop focused on selling watches.;retail > fashion retail > watch store;watch store;1;1;shop;shop > clothing shoes accessories
wool;shop > clothing shoes accessories > wool;Shop selling wool for making of clothes or other products.;['fashion retail', 'dance store', 'textiles store', 'clothing store', 'shoe store'];[0.7898544669151306, 0.7222790122032166, 0.7074709534645081, 0.6980215311050415, 0.6940803527832031];textiles store;Shop selling wool for making of clothes or other products.;retail > knitting store;knitting store;0;0;shop;shop > clothing shoes accessories
charity;shop > discount store charity > charity;A charity shop is a shop operated by a charity, for the purposes of fundraising.;['charity', 'toy store', 'outlet mall', 'baby store', 'gift store'];[0.5107852816581726, 0.4649205803871155, 0.460586279630661, 0.45669835805892944, 0.4538341462612152];charity;A charity shop is a shop operated by a charity, for the purposes of fundraising.;community government > organization > charity;charity;1;1;shop;shop > discount store charity
second hand;shop > discount store charity > second hand;A shop buying and selling used clothes and other things. See also shop=pawnbroker;['vintage thrift store', 'clothing store', 'fashion accessories store', 'mens store', 'flea market'];[0.7308753728866577, 0.6268589496612549, 0.6211143136024475, 0.6111159324645996, 0.6107358932495117];vintage thrift store;A shop buying and selling used clothes and other things. See also shop=pawnbroker;retail > vintage thrift store;vintage thrift store;1;1;shop;shop > discount store charity
variety store;shop > discount store charity > variety store;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.;['discount store', 'miscellaneous store', 'department store', 'outlet store', 'convenience store'];[0.664860725402832, 0.6603138446807861, 0.6411521434783936, 0.6140431761741638, 0.6102029085159302];discount store;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.;retail > discount store;discount store;1;1;shop;shop > discount store charity
beauty;shop > health beauty > beauty;A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.;['barbershop', 'hair salon', 'nail salon', 'cosmetics store', 'hair removal service'];[0.6642982363700867, 0.663659930229187, 0.6322689652442932, 0.5962411165237427, 0.5616130828857422];cosmetics store;A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.;business professional services > health beauty service;health beauty service;0;0;shop;shop > health beauty
chemist;shop > health beauty > chemist;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy);['cosmetics store', 'drugstore', 'pharmacy', 'perfume store', 'dry cleaner'];[0.673427402973175, 0.6531654596328735, 0.5800995826721191, 0.5643282532691956, 0.55741286277771];drugstore;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy);retail > drugstore;drugstore;1;1;shop;shop > health beauty
cosmetics;shop > health beauty > cosmetics;Shop focused on selling cosmetics;['cosmetics store', 'skin care clinic', 'clothing store', 'perfume store', 'womens store'];[0.782191276550293, 0.6396600008010864, 0.6139183640480042, 0.6110672950744629, 0.5965566039085388];cosmetics store;Shop focused on selling cosmetics;retail > cosmetics store;cosmetics store;1;1;shop;shop > health beauty
erotic;shop > health beauty > erotic;Shop focused on selling erotic toys, -clothes or other erotic stuff.;['lingerie store', 'womens store', 'boutique', 'erotic museum', 'adult store'];[0.6561275720596313, 0.620477557182312, 0.6081976294517517, 0.59496009349823, 0.5892683267593384];adult store;Shop focused on selling erotic toys, -clothes or other erotic stuff.;retail > adult store;adult store;1;1;shop;shop > health beauty
hairdresser;shop > health beauty > hairdresser;Here you can get your hair cut, coloured, … See also shop=beauty;['hair salon', 'barbershop', 'cosmetics store', 'hair removal service', 'nail salon'];[0.7251690626144409, 0.6300899982452393, 0.5957168340682983, 0.5469696521759033, 0.490580677986145];hair salon;Here you can get your hair cut, coloured, �?� See also shop=beauty;business professional services > health beauty service > hair salon;hair salon;1;1;shop;shop > health beauty
hairdresser supply;shop > health beauty > hairdresser supply;A shop, where you can buy hairdressing supplies.;['cosmetics store', 'medical supply store', 'fashion accessories store', 'clothing store', 'hair salon'];[0.6911134123802185, 0.6297778487205505, 0.6159971952438354, 0.6044807434082031, 0.5940032601356506];cosmetics store;A shop, where you can buy hairdressing supplies.;retail;retail;0;1;shop;shop > health beauty
hearing aids;shop > health beauty > hearing aids;Shop focused on selling hearing aids devices;['music store', 'medical supply store', 'body piercing shop', 'sunglasses store', 'fashion accessories store'];[0.5545589923858643, 0.5536142587661743, 0.5416957139968872, 0.5104143023490906, 0.5098140835762024];medical supply store;Shop focused on selling hearing aids devices;retail > medical supply store;medical supply store;1;1;shop;shop > health beauty
herbalist;shop > health beauty > herbalist;Shop focused on selling herbs, often for medical purposes. (See also: healthcare:speciality=herbalism and healthcare=alternative).;['health beauty service', 'drugstore', 'herbs spices store', 'cosmetics store', 'medical supply store'];[0.5757572650909424, 0.5714976787567139, 0.5710902214050293, 0.5634080767631531, 0.5610100030899048];herbs spices store;Shop focused on selling herbs, often for medical purposes. (See also: healthcare:speciality=herbalism and healthcare=alternative).;health medicine > alternative medicine clinic;alternative medicine clinic;0;0;shop;shop > health beauty
massage;shop > health beauty > massage;A massage shop;['massage clinic', 'spa', 'skin care clinic', 'tanning salon', 'bath house'];[0.7910034656524658, 0.7496275305747986, 0.6473616361618042, 0.634502649307251, 0.6244600415229797];massage clinic;A massage shop;business professional services > health beauty service > massage clinic;massage clinic;1;1;shop;shop > health beauty
medical supply;shop > health beauty > medical supply;Shop focused on selling medical supplies.;['medical supply store', 'drugstore', 'cosmetics store', 'arts crafts store', 'bridal store'];[0.8251305818557739, 0.6656015515327454, 0.6219781637191772, 0.597835123538971, 0.5758209824562073];medical supply store;Shop focused on selling medical supplies.;retail > medical supply store;medical supply store;1;1;shop;shop > health beauty
nutrition supplements;shop > health beauty > nutrition supplements;Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs);['supplement store', 'cosmetics store', 'drugstore', 'health beauty service', 'spa'];[0.6966373920440674, 0.5516287088394165, 0.5154424905776978, 0.4856206178665161, 0.46659523248672485];supplement store;Shops that sells one or more nutritional supplements (of vitamins, minerals and/or herbs);retail > supplement store;supplement store;1;1;shop;shop > health beauty
optician;shop > health beauty > optician;Shop focused on selling eyeglasses, contact lenses (may also check your eyes).;['eyecare store', 'sunglasses store', 'optometrist', 'camera store', 'ophthalmologist'];[0.8147746324539185, 0.6611734628677368, 0.6157413721084595, 0.5469471216201782, 0.4357084631919861];eyecare store;Shop focused on selling eyeglasses, contact lenses (may also check your eyes).;retail > eyecare store;eyecare store;1;1;shop;shop > health beauty
perfumery;shop > health beauty > perfumery;Shop focused on selling perfumery;['perfume store', 'cosmetics store', 'flower store', 'clothing store', 'boutique'];[0.8460200428962708, 0.7057934999465942, 0.6312346458435059, 0.6108636856079102, 0.5940150022506714];perfume store;Shop focused on selling perfumery;retail > perfume store;perfume store;1;1;shop;shop > health beauty
tattoo;shop > health beauty > tattoo;A tattoo parlour.;['tattoo parlor', 'body piercing shop', 'skin care clinic', 'cosmetics store', 'tanning salon'];[0.7820368409156799, 0.5577858686447144, 0.4809719920158386, 0.4670417904853821, 0.4657944440841675];tattoo parlor;A tattoo parlour.;business professional services > health beauty service > tattoo parlor;tattoo parlor;1;1;shop;shop > health beauty
